29/6/2026,,,,,,,,,,,,,,,,
PROVEEDOR,IVA PROVEEDOR,FECHA RECEPCIÓN MERCADERÍA,COMPROBANTE,NÚMERO COMPROBANTE,TOTAL COMPROBANTE $,IVA $,TOTAL NETO IVA $,Ds Pago convenidos,VENCIMIENTO,FECHA PAGO,MONTO PAGO,PENDIENTE PAGO,ESTADO,FORMA PAGO,COMENTARIOS,Linea P&L
Gastos Varios - Propinas,,21/05/2026,Sin comprobante,0,"$3.600,00","$0,00","$3.600,00",  -   ,21/05/2026,21/05/2026,"$3.600,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Quento,,21/05/2026,Remito,164296,"$45.900,00","$0,00","$45.900,00",  -   ,21/05/2026,21/05/2026,"$45.900,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,21/05/2026,Sin comprobante,0,"$51.630,00","$0,00","$51.630,00",  -   ,21/05/2026,21/05/2026,"$51.630,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",22/05/2026,Factura A,0002-00085647,"$61.785,00","$6.487,43","$55.297,58",  60 ,21/07/2026,16/06/2026,"$61.785,00","$0,00",PAGADO,Cheque,,CMV
Paico,,22/05/2026,Remito,648402,"$74.600,00","$0,00","$74.600,00",  7 ,29/05/2026,26/05/2026,"$74.600,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Paico,,22/05/2026,Remito,648406,"$152.700,00","$0,00","$152.700,00",  7 ,29/05/2026,26/05/2026,"$152.700,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Over Clean,,22/05/2026,Remito,0101-00049378,"$205.568,47","$0,00","$205.568,47",  7 ,29/05/2026,29/05/2026,"$205.568,47","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
La Distribuidora,"18,9%",22/05/2026,Factura A,0013-00008110,"$360.804,40","$68.192,03","$292.612,37",  15 ,6/06/2026,17/06/2026,"$360.804,40","$0,00",PAGADO,Posnet Proveedor,,CMV
Gastos Varios - Stock Mercadería Local,,22/05/2026,Ticket CF,0004-00007718,"$39.000,00","$0,00","$39.000,00",  -   ,22/05/2026,22/05/2026,"$39.000,00","$0,00",PAGADO,Efectivo Local,PALTAS X 15 UNIDADES,CMV
Safyta,,22/05/2026,Remito,0,"$20.800,00","$0,00","$20.800,00",  -   ,22/05/2026,22/05/2026,"$20.800,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,22/05/2026,Sin comprobante,0,"$1.500,00","$0,00","$1.500,00",  -   ,22/05/2026,22/05/2026,"$1.500,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Nunzio,"21,0%",22/05/2026,Factura A,0005-00075822,"$127.738,00","$26.824,98","$100.913,02",  7 ,29/05/2026,29/05/2026,"$127.738,00","$0,00",PAGADO,Transferencia,,CMV
Carnicerías Integradas,"12,6%",22/05/2026,Factura A,0008-00069153,"$237.650,00","$29.943,90","$207.706,10",  10 ,1/06/2026,8/06/2026,"$237.650,00","$0,00",PAGADO,Transferencia,,CMV
Carnicerías Integradas,"12,6%",22/05/2026,Factura A,0008-00069189,"$30.400,00","$3.830,40","$26.569,60",  10 ,1/06/2026,19/06/2026,"$30.400,00","$0,00",PAGADO,Transferencia,,CMV
CEPRO,"18,9%",22/05/2026,Factura A,00007-00242586,"$81.052,10","$15.318,85","$65.733,25",  15 ,6/06/2026,5/06/2026,"$81.052,10","$0,00",PAGADO,Transferencia,,CMV
Congelados Ros,"21,0%",22/05/2026,Factura A,0005-00004018,"$110.000,00","$23.100,00","$86.900,00",  7 ,29/05/2026,4/06/2026,"$110.000,00","$0,00",PAGADO,Transferencia,,CMV
Némesis (Grit Beerlab SRL),"21,0%",22/05/2026,Remito,13370,"$147.500,00","$0,00","$147.500,00",  20 ,11/06/2026,11/06/2026,"$147.500,00","$0,00",PAGADO,Transferencia,,CMV
Quento,,22/05/2026,Remito,164586,"$45.900,00","$0,00","$45.900,00",  -   ,22/05/2026,22/05/2026,"$45.900,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,22/05/2026,Sin comprobante,0,"$20.250,00","$0,00","$20.250,00",  -   ,22/05/2026,22/05/2026,"$20.250,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Otros,,22/05/2026,Sin comprobante,0,"$25.000,00","$0,00","$25.000,00",  -   ,22/05/2026,22/05/2026,"$25.000,00","$0,00",PAGADO,Efectivo Local,FLYER 22/5,Gastos Varios
Gastos Varios - Eventos,,22/05/2026,Sin comprobante,0,"$120.000,00","$0,00","$120.000,00",  -   ,22/05/2026,22/05/2026,"$120.000,00","$0,00",PAGADO,Efectivo Local,DJS VINILO,Eventos
Cook express,"10,5%",23/05/2026,Remito,648407,"$70.960,00","$0,00","$70.960,00",  60 ,22/07/2026,16/06/2026,"$70.960,00","$0,00",PAGADO,Cheque,,CMV
Paico,,23/05/2026,Remito,0002-00085702,"$70.960,00","$0,00","$70.960,00",  7 ,30/05/2026,26/05/2026,"$70.960,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Providencia,,23/05/2026,Remito,586,"$86.000,00","$0,00","$86.000,00",  7 ,30/05/2026,30/05/2026,"$86.000,00","$0,00",PAGADO,Efectivo ADM,,CMV
Cotar,"21,0%",23/05/2026,Remito,33811,"$96.000,00","$0,00","$96.000,00",  -   ,23/05/2026,23/05/2026,"$96.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,23/05/2026,Sin comprobante,0,"$28.900,00","$0,00","$28.900,00",  -   ,23/05/2026,23/05/2026,"$28.900,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Hielo Rosario,,23/05/2026,Remito,31867,"$16.000,00","$0,00","$16.000,00",  -   ,23/05/2026,23/05/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Viaticos empleados ,,23/05/2026,Ticket CF,169798,"$17.400,00","$0,00","$17.400,00",  -   ,23/05/2026,23/05/2026,"$17.400,00","$0,00",PAGADO,Efectivo Local,TAFIROL DICLOFENAC / GASA / CURITAS,Gastos Personal
Gastos Varios - Propinas,,23/05/2026,Sin comprobante,0,"$21.350,00","$0,00","$21.350,00",  -   ,23/05/2026,23/05/2026,"$21.350,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Otros,,23/05/2026,Sin comprobante,0,"$3.000,00","$0,00","$3.000,00",  -   ,23/05/2026,23/05/2026,"$3.000,00","$0,00",PAGADO,Efectivo Local,ENCENDEDOR,Gastos Varios
Cook express,"10,5%",24/05/2026,Factura A,0002-00085740,"$60.048,00","$6.305,04","$53.742,96",  60 ,23/07/2026,16/06/2026,"$60.048,00","$0,00",PAGADO,Cheque,,CMV
Paico,,24/05/2026,Remito,648409,"$193.250,00","$0,00","$193.250,00",  7 ,31/05/2026,26/05/2026,"$193.250,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Gastos Varios - Propinas,,24/05/2026,Sin comprobante,0,"$8.850,00","$0,00","$8.850,00",  -   ,24/05/2026,24/05/2026,"$8.850,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Propinas,,24/05/2026,Sin comprobante,0,"$33.000,00","$0,00","$33.000,00",  -   ,24/05/2026,24/05/2026,"$33.000,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Cadetería / Delivery Growler,,24/05/2026,Sin comprobante,0,"$3.000,00","$0,00","$3.000,00",  -   ,24/05/2026,24/05/2026,"$3.000,00","$0,00",PAGADO,Efectivo Local,,Logistica
Gastos Varios - Stock Mercadería Local,,25/05/2026,Ticket CF,290099,"$5.142,94","$0,00","$5.142,94",  -   ,25/05/2026,25/05/2026,"$5.142,94","$0,00",PAGADO,Efectivo Local,SALSA DE TOMATE,CMV
Cook express,"10,5%",25/05/2026,Factura A,0002-00085760,"$97.666,30","$10.254,96","$87.411,34",  60 ,24/07/2026,16/06/2026,"$97.666,30","$0,00",PAGADO,Cheque,,CMV
Gastos Varios - Propinas,,25/05/2026,Sin comprobante,0,"$9.700,00","$0,00","$9.700,00",  -   ,25/05/2026,25/05/2026,"$9.700,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Propinas,,25/05/2026,Sin comprobante,0,"$15.340,00","$0,00","$15.340,00",  -   ,25/05/2026,25/05/2026,"$15.340,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Paico,,26/05/2026,Remito,648410,"$61.400,00","$0,00","$61.400,00",  7 ,2/06/2026,3/06/2026,"$61.400,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Cook express,"10,5%",26/05/2026,Factura A,0002-00085796,"$75.192,00","$7.895,16","$67.296,84",  60 ,25/07/2026,16/06/2026,"$75.192,00","$0,00",PAGADO,Cheque,,CMV
La Distribuidora,"18,9%",26/05/2026,Factura A,0013-00008120,"$378.450,52","$71.527,15","$306.923,37",  15 ,10/06/2026,17/06/2026,"$378.450,52","$0,00",PAGADO,Posnet Proveedor,,CMV
Gastos Varios - Viaticos empleados ,,26/05/2026,Factura C,00006-00000481,"$1.800,00","$0,00","$1.800,00",  -   ,26/05/2026,26/05/2026,"$1.800,00","$0,00",PAGADO,Efectivo Local,MATECOCIDO PERSONAL,Gastos Personal
Over Clean,,26/05/2026,Remito,0101-00049429,"$38.823,81","$0,00","$38.823,81",  7 ,2/06/2026,2/06/2026,"$38.823,81","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Over Clean,,26/05/2026,Remito,0101-00049419,"$63.534,75","$0,00","$63.534,75",  7 ,2/06/2026,2/06/2026,"$63.534,75","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Cotar,"21,0%",26/05/2026,Remito,33814,"$96.000,00","$0,00","$96.000,00",  -   ,26/05/2026,26/05/2026,"$96.000,00","$0,00",PAGADO,Efectivo Local,,CMV
CEPRO,"18,9%",26/05/2026,Factura A,00007-00242937,"$204.257,19","$38.604,61","$165.652,58",  15 ,10/06/2026,12/06/2026,"$204.257,19","$0,00",PAGADO,Transferencia,,CMV
Carnicerías Integradas,"12,6%",26/05/2026,Factura A,0008-00069253,"$532.180,00","$67.054,68","$465.125,32",  10 ,5/06/2026,19/06/2026,"$532.180,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Propinas,,26/05/2026,Sin comprobante,0,"$10.720,00","$0,00","$10.720,00",  -   ,26/05/2026,26/05/2026,"$10.720,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Hielo Rosario,,26/05/2026,Remito,17075,"$16.000,00","$0,00","$16.000,00",  -   ,26/05/2026,26/05/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,26/05/2026,Sin comprobante,0,"$5.530,00","$0,00","$5.530,00",  -   ,26/05/2026,26/05/2026,"$5.530,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",27/05/2026,Factura A,85864,"$164.326,00","$17.254,23","$147.071,77",  60 ,26/07/2026,16/06/2026,"$164.326,00","$0,00",PAGADO,Cheque,,CMV
Paico,,27/05/2026,Remito,648414,"$114.260,00","$0,00","$114.260,00",  7 ,3/06/2026,3/06/2026,"$114.260,00","$0,00",PAGADO,Posnet Proveedor,,CMV
La Distribuidora,"18,9%",27/05/2026,Factura A,8132,"$46.969,25","$8.877,19","$38.092,06",  15 ,11/06/2026,17/06/2026,"$46.969,25","$0,00",PAGADO,Posnet Proveedor,,CMV
Panificación Ceres,,27/05/2026,Remito,2705202621,"$7.000,00","$0,00","$7.000,00",  -   ,27/05/2026,27/05/2026,"$7.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Carnicerías Integradas,"12,6%",30/04/2026,Factura A,68397,"$108.000,00","$13.608,00","$94.392,00",  10 ,10/05/2026,27/05/2026,"$108.000,00","$0,00",PAGADO,Transferencia,,CMV
Congelados Ros,"21,0%",26/05/2026,Factura A,4065,"$120.000,00","$25.200,00","$94.800,00",  7 ,2/06/2026,4/06/2026,"$120.000,00","$0,00",PAGADO,Transferencia,,CMV
Nunzio,"21,0%",27/05/2026,Factura A,75895,"$127.738,00","$26.824,98","$100.913,02",  7 ,3/06/2026,01/06,"$127.738,00","$0,00",PAGADO,Transferencia,,CMV
Magnolia,,27/05/2026,Remito,8973013,"$72.000,00","$0,00","$72.000,00",  -   ,27/05/2026,27/05/2026,"$72.000,00","$0,00",PAGADO,Efectivo Local,,Stand 3eros
Gastos Varios - Propinas,,27/05/2026,Sin comprobante,0,"$21.220,00","$0,00","$21.220,00",  -   ,27/05/2026,27/05/2026,"$21.220,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Providencia,,28/05/2026,Remito,858,"$108.000,00","$0,00","$108.000,00",  7 ,4/06/2026,4/06/2026,"$108.000,00","$0,00",PAGADO,Efectivo ADM,,CMV
Agustín Ariel Pujol,"10,5%",28/05/2026,Remito,705283,"$84.000,00","$0,00","$84.000,00",  30 ,27/06/2026,,,"$84.000,00",VENCIDO,,,CMV
Paico,,28/05/2026,Remito,648417,"$151.630,00","$0,00","$151.630,00",  7 ,4/06/2026,3/06/2026,"$151.630,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Cook express,"10,5%",28/05/2026,Factura A,85930,"$69.053,80","$7.250,65","$61.803,15",  60 ,27/07/2026,16/06/2026,"$69.053,80","$0,00",PAGADO,Cheque,,CMV
Embotelladora del Atlantico (Coca Cola),"21,0%",28/05/2026,Factura A,33783,"$125.513,88","$26.357,91","$99.155,97",  -   ,28/05/2026,28/5/2026,"$125.513,88","$0,00",PAGADO,Billetera Proveedor,,CMV
Cabrales,"21,0%",27/05/2026,Factura A,1476 - 00114656,"$976.611,93","$205.088,51","$771.523,42",  30 ,26/06/2026,,,"$976.611,93",VENCIDO,,,CMV
Maururu,,28/05/2026,Remito,907,"$73.200,00","$0,00","$73.200,00",  -   ,28/05/2026,28/05/2026,"$73.200,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Art. de Librería e imprenta,,28/05/2026,Remito,0,"$6.000,00","$0,00","$6.000,00",  -   ,28/05/2026,28/05/2026,"$6.000,00","$0,00",PAGADO,Efectivo Local,FOLIOS,Artículos de librería / Impresiones
Gastos Varios - Propinas,,28/05/2026,Sin comprobante,0,"$7.100,00","$0,00","$7.100,00",  -   ,28/05/2026,28/05/2026,"$7.100,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",29/05/2026,Factura A,0002-00085980,"$21.730,00","$2.281,65","$19.448,35",  60 ,28/07/2026,16/06/2026,"$21.730,00","$0,00",PAGADO,Cheque,,CMV
CEPRO,"18,9%",29/05/2026,Factura A,00007-00243448,"$94.761,92","$17.910,00","$76.851,92",  15 ,13/06/2026,12/06/2026,"$94.761,92","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Stock Mercadería Local,,29/05/2026,Remito,0,"$44.000,00","$0,00","$44.000,00",  -   ,29/05/2026,29/05/2026,"$44.000,00","$0,00",PAGADO,Efectivo Local,ÑOQUIS x 10 KG,CMV
Nueve Seis Nueve,,29/05/2026,Remito,79527,"$11.500,00","$0,00","$11.500,00",  -   ,29/05/2026,29/05/2026,"$11.500,00","$0,00",PAGADO,Efectivo Local,,CMV
Paico,,29/05/2026,Remito,648418,"$71.630,00","$0,00","$71.630,00",  7 ,5/06/2026,3/06/2026,"$71.630,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Nunzio,"21,0%",29/05/2026,Factura A,0005-00075967,"$127.738,00","$26.824,98","$100.913,02",  7 ,5/06/2026,01/06,"$127.738,00","$0,00",PAGADO,Transferencia,,CMV
La Distribuidora,"18,9%",29/05/2026,Factura A,0013-00008164,"$439.246,53","$83.017,59","$356.228,94",  15 ,13/06/2026,17/06/2026,"$439.246,53","$0,00",PAGADO,Posnet Proveedor,,CMV
Panificación Ceres,,29/05/2026,Remito,2905202622,"$21.000,00","$0,00","$21.000,00",  -   ,29/05/2026,29/05/2026,"$21.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Distribuidora ALCORTA,"21,0%",29/05/2026,Factura A,00003-00024902,"$171.095,79","$35.930,12","$135.165,67",  14 ,12/06/2026,29/05/2026,"$171.095,79","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,29/05/2026,Remito,898057,"$21.200,00","$0,00","$21.200,00",  -   ,29/05/2026,29/05/2026,"$21.200,00","$0,00",PAGADO,Efectivo Local,4 kg CHAMPIÑONES,CMV
Cotar,"21,0%",29/05/2026,Remito,33826,"$128.000,00","$0,00","$128.000,00",  -   ,29/05/2026,29/05/2026,"$128.000,00","$0,00",PAGADO,,,CMV
Carnicerías Integradas,"12,6%",29/05/2026,Factura A,0008-00069371,"$234.820,00","$29.587,32","$205.232,68",  10 ,8/06/2026,19/06/2026,"$234.820,00","$0,00",PAGADO,Transferencia,,CMV
Over Clean,,29/05/2026,Remito,0101-00049527,"$94.914,86","$0,00","$94.914,86",  7 ,5/06/2026,5/06/2026,"$94.914,86","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Gastos Varios - Propinas,,29/05/2026,Sin comprobante,0,"$5.500,00","$0,00","$5.500,00",  -   ,29/05/2026,29/05/2026,"$5.500,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Hielo Rosario,,29/05/2026,Remito,17029,"$16.000,00","$0,00","$16.000,00",  -   ,29/05/2026,29/05/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Rosario Gas,"21,0%",30/05/2026,Factura A,0004-00010355,"$22.500,00","$4.725,00","$17.775,00",  -   ,30/05/2026,,,"$22.500,00",VENCIDO,,,"Servicios, Seguros & Tasas"
Gastos Varios - Mantenimiento Local,,29/05/2026,Sin comprobante,0,"$50.000,00","$0,00","$50.000,00",  -   ,29/05/2026,29/05/2026,"$50.000,00","$0,00",PAGADO,Efectivo Local,MANTENIMIENTO LIMPIEZA HORNO,Mantenimiento
Gastos Varios - Propinas,,29/05/2026,Sin comprobante,0,"$18.210,00","$0,00","$18.210,00",  -   ,29/05/2026,29/05/2026,"$18.210,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",30/05/2026,Factura A,0002-00086044,"$96.835,00","$10.167,68","$86.667,33",  60 ,29/07/2026,16/06/2026,"$96.835,00","$0,00",PAGADO,Cheque,,CMV
CCU,"21,0%",30/05/2026,Factura A,0603-01133654,"$355.051,31","$74.560,78","$280.490,53",  -   ,30/05/2026,30/05/2026,"$355.051,31","$0,00",PAGADO,Transferencia,,CMV
CCU,"21,0%",30/05/2026,Factura A,0603-01133655,"$11.399,06","$2.393,80","$9.005,26",  -   ,30/05/2026,30/05/2026,"$11.399,06","$0,00",PAGADO,Transferencia,,CMV
CCU,"21,0%",30/05/2026,Factura A,0603-01133656,"$53.693,15","$11.275,56","$42.417,59",  -   ,30/05/2026,30/05/2026,"$53.693,15","$0,00",PAGADO,Transferencia,,CMV
Paico,,30/05/2026,Remito,648424,"$248.280,00","$0,00","$248.280,00",  7 ,6/06/2026,3/06/2026,"$248.280,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Papelera del Sur,"21,0%",29/05/2026,Factura A,0007-00050987,"$872.701,13","$183.267,24","$689.433,89",  -   ,29/05/2026,,,"$872.701,13",VENCIDO,,,"Limpieza, Descartables y Bazar"
Providencia,,30/05/2026,Remito,969,"$90.000,00","$0,00","$90.000,00",  7 ,6/06/2026,6/06/2026,"$90.000,00","$0,00",PAGADO,Efectivo ADM,,CMV
Gastos Varios - Propinas,,30/05/2026,Sin comprobante,0,"$17.400,00","$0,00","$17.400,00",  -   ,30/05/2026,30/05/2026,"$17.400,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Hielo Rosario,,30/05/2026,Remito,31881,"$16.000,00","$0,00","$16.000,00",  -   ,30/05/2026,30/05/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,30/05/2026,Sin comprobante,0,"$22.340,00","$0,00","$22.340,00",  -   ,30/05/2026,30/05/2026,"$22.340,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",31/05/2026,Factura A,0002-00086085,"$93.457,00","$9.812,99","$83.644,02",  60 ,30/07/2026,16/06/2026,"$93.457,00","$0,00",PAGADO,Cheque,,CMV
Paico,,31/05/2026,Remito,648427,"$156.700,00","$0,00","$156.700,00",  7 ,7/06/2026,3/06/2026,"$156.700,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Gastos Varios - Propinas,,31/05/2026,Sin comprobante,0,"$25.630,00","$0,00","$25.630,00",  -   ,31/05/2026,31/05/2026,"$25.630,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Hielo Rosario,,31/05/2026,Remito,20632,"$16.000,00","$0,00","$16.000,00",  -   ,31/05/2026,,,"$16.000,00",VENCIDO,,,CMV
Gastos Varios - Propinas,,31/05/2026,Sin comprobante,0,"$12.750,00","$0,00","$12.750,00",  -   ,31/05/2026,31/05/2026,"$12.750,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",1/06/2026,Factura A,0002-00086104,"$130.544,00","$13.707,12","$116.836,88",  60 ,31/07/2026,16/06/2026,"$130.544,00","$0,00",PAGADO,Cheque,,CMV
Gastos Varios - Descartables y Limpieza,,1/06/2026,Ticket CF,35788,"$9.700,00","$0,00","$9.700,00",  -   ,1/06/2026,1/06/2026,"$9.700,00","$0,00",PAGADO,Efectivo Local,"FOLIOS, PLANILLAS JUNIO, CINTA","Limpieza, Descartables y Bazar"
Panificación Ceres,,1/06/2026,Remito,106202618,"$7.000,00","$0,00","$7.000,00",  -   ,1/06/2026,1/06/2026,"$7.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Cotar,"21,0%",1/06/2026,Remito,33834,"$96.000,00","$0,00","$96.000,00",  -   ,1/06/2026,1/06/2026,"$96.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,1/06/2026,Sin comprobante,0,"$3.700,00","$0,00","$3.700,00",  -   ,1/06/2026,1/06/2026,"$3.700,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Mantenimiento Local,,1/06/2026,Sin comprobante,0,"$40.000,00","$0,00","$40.000,00",  -   ,1/06/2026,1/06/2026,"$40.000,00","$0,00",PAGADO,Efectivo Local,MANTENIMIENTO CANILLAS,Mantenimiento
Gastos Varios - Mantenimiento Local,,1/06/2026,Sin comprobante,0,"$75.000,00","$0,00","$75.000,00",  -   ,1/06/2026,1/06/2026,"$75.000,00","$0,00",PAGADO,Efectivo Local,,Mantenimiento
Quento,,1/06/2026,Remito,3011,"$45.900,00","$0,00","$45.900,00",  -   ,1/06/2026,1/06/2026,"$45.900,00","$0,00",PAGADO,Efectivo ADM,,CMV
Gastos Varios - Descartables y Limpieza,,1/06/2026,Ticket CF,249693,"$6.640,00","$0,00","$6.640,00",  -   ,1/06/2026,1/06/2026,"$6.640,00","$0,00",PAGADO,Efectivo Local,CIF,"Limpieza, Descartables y Bazar"
Gastos Varios - Propinas,,1/06/2026,Sin comprobante,0,"$12.720,00","$0,00","$12.720,00",  -   ,1/06/2026,1/06/2026,"$12.720,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",2/06/2026,Factura A,0002-00086170,"$48.752,00","$5.118,96","$43.633,04",  60 ,1/08/2026,16/06/2026,"$48.752,00","$0,00",PAGADO,Cheque,,CMV
Paico,,2/06/2026,Remito,648428,"$38.100,00","$0,00","$38.100,00",  7 ,9/06/2026,8/06/2026,"$38.100,00","$0,00",PAGADO,Posnet Proveedor,,CMV
La Distribuidora,"18,9%",2/06/2026,Factura A,0013-00008169,"$321.867,84","$60.833,02","$261.034,82",  15 ,17/06/2026,22/06/2026,"$321.867,84","$0,00",PAGADO,Posnet Proveedor,"201111,17 el 22/06",CMV
CEPRO,"18,9%",2/06/2026,Factura A,00007-00243881,"$180.748,97","$34.161,56","$146.587,41",  15 ,17/06/2026,19/06/2026,"$180.748,97","$0,00",PAGADO,Transferencia,,CMV
Over Clean,,2/06/2026,Remito,0101-00049578,"$135.522,64","$0,00","$135.522,64",  7 ,9/06/2026,9/06/2026,"$135.522,64","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Carnicerías Integradas,"12,6%",2/06/2026,Factura A,0008-00069464,"$393.780,00","$49.616,28","$344.163,72",  10 ,12/06/2026,24/06/2026,"$393.780,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Propinas,,2/06/2026,Sin comprobante,0,"$8.660,00","$0,00","$8.660,00",  -   ,2/06/2026,2/06/2026,"$8.660,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Hielo Rosario,,2/06/2026,Remito,31894,"$8.000,00","$0,00","$8.000,00",  -   ,2/06/2026,2/06/2026,"$8.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,2/06/2026,Sin comprobante,0,"$13.700,00","$0,00","$13.700,00",  -   ,2/06/2026,2/06/2026,"$13.700,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Fumigación,,2/06/2026,,,"$50.000,00",,"$50.000,00",  -   ,2/06/2026,2/06/2026,"$50.000,00","$0,00",PAGADO,Efectivo Local,,Mantenimiento
Cook express,"10,5%",3/06/2026,Factura A,0002-00086210,"$84.878,00","$8.912,19","$75.965,81",  60 ,2/08/2026,16/06/2026,"$84.878,00","$0,00",PAGADO,Cheque,,CMV
Paico,,3/06/2026,Remito,648431,"$135.200,00","$0,00","$135.200,00",  7 ,10/06/2026,8/06/2026,"$135.200,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Nunzio,"21,0%",3/06/2026,Factura A,0005-00076101,"$127.738,00","$26.824,98","$100.913,02",  7 ,10/06/2026,10/06/2026,"$127.738,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Otros,,3/06/2026,Ticket CF,221622,"$3.200,00","$0,00","$3.200,00",  -   ,3/06/2026,3/06/2026,"$3.200,00","$0,00",PAGADO,Efectivo Local,CEPILLO BARRA,Gastos Varios
Arcade Cider,,3/06/2026,Remito,0001-00000494,"$42.000,00","$0,00","$42.000,00",  20 ,23/06/2026,,,"$42.000,00",VENCIDO,,,CMV
Cabrales,"21,0%",3/06/2026,Factura A,1476 - 00115469,"$937.938,31","$196.967,05","$740.971,26",  30 ,3/07/2026,,,"$937.938,31",Pendiente Pago,,,CMV
Congelados Ros,"21,0%",3/06/2026,Factura A,0005-00004130,"$120.000,00","$25.200,00","$94.800,00",  7 ,10/06/2026,19/06/2026,"$120.000,00","$0,00",PAGADO,Transferencia,,CMV
Magnolia,,3/06/2026,Remito,235972,"$72.000,00","$0,00","$72.000,00",  -   ,3/06/2026,3/06/2026,"$72.000,00","$0,00",PAGADO,Efectivo Local,,Stand 3eros
Gastos Varios - Propinas,,3/06/2026,Sin comprobante,0,"$5.700,00","$0,00","$5.700,00",  -   ,3/06/2026,3/06/2026,"$5.700,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Stock Mercadería Local,,3/06/2026,Ticket CF,36531,"$9.830,00","$0,00","$9.830,00",  -   ,3/06/2026,3/06/2026,"$9.830,00","$0,00",PAGADO,Efectivo Local,PAN Y PAPA,CMV
Gastos Varios - Propinas,,3/06/2026,Sin comprobante,0,"$28.610,00","$0,00","$28.610,00",  -   ,3/06/2026,3/06/2026,"$28.610,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
