29/6/2026,,,,,,,,,,,,,,,,
PROVEEDOR,IVA PROVEEDOR,FECHA RECEPCIÓN MERCADERÍA,COMPROBANTE,NÚMERO COMPROBANTE,TOTAL COMPROBANTE $,IVA $,TOTAL NETO IVA $,Ds Pago convenidos,VENCIMIENTO,FECHA PAGO,MONTO PAGO,PENDIENTE PAGO,ESTADO,FORMA PAGO,COMENTARIOS,Linea P&L
Gastos Varios - Mantenimiento Local,,14/01/2026,Sin comprobante,0,"$30.000,00","$0,00","$30.000,00",  -   ,14/01/2026,14/01/2026,"$30.000,00","$0,00",PAGADO,Efectivo Local,BOLSAS ARPILLERAS x4,Mantenimiento
Bar Dealers,"21,0%",14/01/2026,Factura A,0002-00000455,"$87.707,98","$18.418,68","$69.289,30",  -   ,14/01/2026,14/01/2026,"$87.707,98","$0,00",PAGADO,Efectivo Local,,CMV
Hielo Rosario,,14/01/2026,Remito,24098,"$24.000,00","$0,00","$24.000,00",  -   ,14/01/2026,14/01/2026,"$24.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,14/01/2026,Sin comprobante,0,"$7.830,00","$0,00","$7.830,00",  -   ,14/01/2026,14/01/2026,"$7.830,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Panificación Ceres,,15/01/2026,Remito,1501202614,"$6.600,00","$0,00","$6.600,00",  -   ,15/01/2026,15/01/2026,"$6.600,00","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",15/01/2026,Factura A,0603-01052614,"$75.893,19","$15.937,57","$59.955,62",  -   ,15/01/2026,15/01/2026,"$75.893,19","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",15/01/2026,Factura A,0603-01052615,"$257.366,10","$54.046,88","$203.319,22",  -   ,15/01/2026,15/01/2026,"$257.366,10","$0,00",PAGADO,Efectivo Local,,CMV
Embotelladora del Atlantico (Coca Cola),"21,0%",15/01/2026,Factura A,2250-01617597,"$75.696,75","$15.896,32","$59.800,43",  -   ,15/01/2026,15/01/2026,"$75.696,75","$0,00",PAGADO,,,CMV
Cook express,"10,5%",15/01/2026,Factura A,0002-00078858,"$198.950,00","$20.889,75","$178.060,25",  60 ,16/03/2026,12/02/2026,"$198.950,00","$0,00",PAGADO,Cheque,,CMV
Maururu,,15/01/2026,Remito,49782,"$35.000,00","$0,00","$35.000,00",  -   ,15/01/2026,15/01/2026,"$35.000,00","$0,00",PAGADO,,,CMV
Providencia,,4/01/2026,Remito,,"$85.000,00","$0,00","$85.000,00",  7 ,11/01/2026,15/01/2026,"$85.000,00","$0,00",PAGADO,Transferencia,,CMV
Providencia,,3/01/2026,Remito,,"$85.000,00","$0,00","$85.000,00",  7 ,10/01/2026,15/01/2026,"$85.000,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Cadetería / Delivery Growler,,15/01/2026,Ticket CF,775,"$9.800,00","$0,00","$9.800,00",  -   ,15/01/2026,15/01/2026,"$9.800,00","$0,00",PAGADO,Efectivo Local,TRASLADO PARA ALQUILAR ANDAMIO,Logistica
Cook express,"10,5%",15/01/2026,Factura A,0002-00078883,"$39.000,00","$4.095,00","$34.905,00",  60 ,16/03/2026,12/02/2026,"$39.000,00","$0,00",PAGADO,Cheque,,CMV
Gastos Varios - Propinas,,15/01/2026,Sin comprobante,0,"$10.200,00","$0,00","$10.200,00",  -   ,15/01/2026,15/01/2026,"$10.200,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Art. de Librería e imprenta,,15/01/2026,Ticket CF,34160,"$1.500,00","$0,00","$1.500,00",  -   ,15/01/2026,15/01/2026,"$1.500,00","$0,00",PAGADO,Efectivo Local,PAPEL PARA PLASTIFICAR,Artículos de librería / Impresiones
Vermú Belgrano,,15/01/2026,Sin comprobante,,"$78.000,00","$0,00","$78.000,00",  -   ,15/01/2026,15/01/2026,"$78.000,00","$0,00",PAGADO,Efectivo ADM,,CMV
Gastos Varios - Propinas,,15/01/2026,Sin comprobante,0,"$31.270,00","$0,00","$31.270,00",  -   ,15/01/2026,15/01/2026,"$31.270,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",16/01/2026,Factura A,0002-00078895,"$106.965,00","$11.231,33","$95.733,68",  60 ,17/03/2026,12/02/2026,"$106.965,00","$0,00",PAGADO,Cheque,,CMV
La Distribuidora,"18,9%",16/01/2026,Factura A,7767,"$350.249,01","$66.197,06","$284.051,95",  15 ,31/01/2026,18/02/2026,"$350.249,01","$0,00",PAGADO,Posnet Proveedor,NOTA DE PEDIDO 9999-00008970,CMV
CEPRO,"18,9%",16/01/2026,Factura A,00007-00224688,"$117.417,57","$22.191,92","$95.225,65",  15 ,31/01/2026,28/01/2026,"$117.417,57","$0,00",PAGADO,Transferencia,,CMV
Over Clean,,16/01/2026,Remito,0101-00047058,"$101.750,91","$0,00","$101.750,91",  7 ,23/01/2026,20/01/2026,"$101.750,91","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Nueve Seis Nueve,,16/01/2026,Remito,0200001-00071211,"$20.099,98","$0,00","$20.099,98",  -   ,16/01/2026,16/01/2026,"$20.099,98","$0,00",PAGADO,Efectivo Local,,CMV
CGyL,,16/01/2026,Sin comprobante,1461503,"$30.200,00","$0,00","$30.200,00",  -   ,16/01/2026,16/01/2026,"$30.200,00","$0,00",PAGADO,Efectivo Local,GG2,"Servicios, Seguros & Tasas"
CGyL,,16/01/2026,Sin comprobante,1461510,"$30.200,00","$0,00","$30.200,00",  -   ,16/01/2026,16/01/2026,"$30.200,00","$0,00",PAGADO,Efectivo Local,CAFE MORENO,"Servicios, Seguros & Tasas"
Gastos Varios - Stock Mercadería Local,,16/01/2026,Ticket CF,0037-00118911,"$17.820,03","$0,00","$17.820,03",  -   ,16/01/2026,16/01/2026,"$17.820,03","$0,00",PAGADO,Efectivo Local,COPOS DE MAIZ,CMV
Congelados Ros,"21,0%",16/01/2026,Factura A,0005-00002796,"$36.000,00","$7.560,00","$28.440,00",  7 ,23/01/2026,23/01/2026,"$36.000,00","$0,00",PAGADO,Transferencia,,CMV
Carnicerías Integradas,"12,6%",16/01/2026,Factura A,0008-00065019,"$113.600,00","$14.313,60","$99.286,40",  10 ,26/01/2026,28/01/2026,"$113.600,00","$0,00",PAGADO,Transferencia,,CMV
Vines & Co.,"21,0%",16/01/2026,Factura A,00003-00024159,"$151.447,42","$31.803,96","$119.643,46",  21 ,6/02/2026,18/02/2026,"$151.447,42","$0,00",PAGADO,Posnet Proveedor,"106850,19 el 18/02",CMV
Gastos Varios - Propinas,,16/01/2026,Sin comprobante,0,"$15.925,00","$0,00","$15.925,00",  -   ,16/01/2026,16/01/2026,"$15.925,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Stock Mercadería Local,,16/01/2026,Ticket CF,263800,"$10.200,00","$0,00","$10.200,00",  -   ,16/01/2026,16/01/2026,"$10.200,00","$0,00",PAGADO,Efectivo Local,TOMATE,CMV
Gastos Varios - Stock Mercadería Local,,16/01/2026,Ticket CF,480290,"$10.300,00","$0,00","$10.300,00",  -   ,16/01/2026,16/01/2026,"$10.300,00","$0,00",PAGADO,Efectivo Local,TOMATE,CMV
Gastos Varios - Otros,,16/01/2026,Ticket CF,45822,"$17.000,00","$0,00","$17.000,00",  -   ,16/01/2026,16/01/2026,"$17.000,00","$0,00",PAGADO,Efectivo Local,MALETIN PARA CABLES ,Gastos Varios
Gastos Varios - Stock Mercadería Local,,16/01/2026,Ticket CF,306661,"$3.300,00","$0,00","$3.300,00",  -   ,16/01/2026,16/01/2026,"$3.300,00","$0,00",PAGADO,Efectivo Local,PAN,CMV
Hielo Rosario,,16/01/2026,Remito,10891,"$32.600,00","$0,00","$32.600,00",  -   ,16/01/2026,16/01/2026,32600,"$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Eventos,,16/01/2026,Sin comprobante,0,"$80.000,00","$0,00","$80.000,00",  -   ,16/01/2026,16/01/2026,"$80.000,00","$0,00",PAGADO,Efectivo Local,DJ VINILOS,Eventos
Gastos Varios - Propinas,,16/01/2026,Sin comprobante,0,"$14.140,00","$0,00","$14.140,00",  -   ,16/01/2026,17/01/2026,"$14.140,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",17/01/2026,Factura A,0002-00078963,"$146.693,00","$15.402,77","$131.290,24",  60 ,18/03/2026,12/02/2026,"$146.693,00","$0,00",PAGADO,Cheque,,CMV
Providencia,,17/01/2026,Remito,5460,"$102.000,00","$0,00","$102.000,00",  7 ,24/01/2026,21/01/2026,"$102.000,00","$0,00",PAGADO,Transferencia,,CMV
Nueve Seis Nueve,,17/01/2026,Remito,71313,"$21.000,00","$0,00","$21.000,00",  -   ,17/01/2026,17/01/2026,"$21.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Cotar,"21,0%",17/01/2026,Remito,19789,"$130.000,00","$0,00","$130.000,00",  -   ,17/01/2026,17/01/2026,"$130.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Panificación Ceres,,17/01/2026,Remito,202613,"$7.000,00","$0,00","$7.000,00",  -   ,17/01/2026,17/01/2026,"$7.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Hielo Rosario,,17/01/2026,Remito,25154,"$16.000,00","$0,00","$16.000,00",  -   ,17/01/2026,17/01/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Mantenimiento Local,,17/01/2026,Ticket CF,00005-00038036,"$61.900,00","$0,00","$61.900,00",  -   ,17/01/2026,17/01/2026,"$61.900,00","$0,00",PAGADO,Efectivo Local,MATERIALES OBRA TECHO,Mantenimiento
Gastos Varios - Propinas,,17/01/2026,Sin comprobante,0,"$11.900,00","$0,00","$11.900,00",  -   ,17/01/2026,17/01/2026,"$11.900,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Mantenimiento Local,,17/01/2026,Factura C,00001-00004639,"$16.100,00","$0,00","$16.100,00",  -   ,17/01/2026,17/01/2026,"$16.100,00","$0,00",PAGADO,Efectivo Local,MATERIALES OBRA TECHO,Mantenimiento
Gastos Varios - Stock Mercadería Local,,17/01/2026,Ticket CF,00723-00210722,"$11.309,00","$0,00","$11.309,00",  -   ,17/01/2026,17/01/2026,"$11.309,00","$0,00",PAGADO,Efectivo Local,AZUCAR X4 - MAYONESA X 1KG,CMV
Gastos Varios - Propinas,,17/01/2026,Sin comprobante,0,"$9.900,00","$0,00","$9.900,00",  -   ,17/01/2026,17/01/2026,"$9.900,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",18/01/2026,Factura A,0002-00079007,"$213.998,00","$22.469,79","$191.528,21",  60 ,19/03/2026,12/02/2026,"$213.998,00","$0,00",PAGADO,Cheque,,CMV
Hielo Rosario,,18/01/2026,Remito,25173,"$8.000,00","$0,00","$8.000,00",  -   ,18/01/2026,18/01/2026,"$8.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,18/01/2026,Ticket CF,210949,"$9.000,00","$0,00","$9.000,00",  -   ,18/01/2026,18/01/2026,"$9.000,00","$0,00",PAGADO,Efectivo Local,MAYONESA - TOMATE,CMV
Gastos Varios - Propinas,,18/01/2026,Sin comprobante,0,"$14.740,00","$0,00","$14.740,00",  -   ,18/01/2026,18/01/2026,"$14.740,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Propinas,,18/01/2026,Sin comprobante,0,"$13.500,00","$0,00","$13.500,00",  -   ,18/01/2026,18/01/2026,"$13.500,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
CCU,"21,0%",19/01/2026,Factura A,0603-01055167,"$98.032,58","$20.586,84","$77.445,74",  -   ,19/01/2026,19/01/2026,"$98.032,58","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",19/01/2026,Factura A,0603-01055168,"$21.683,76","$4.553,59","$17.130,17",  -   ,19/01/2026,19/01/2026,"$21.683,76","$0,00",PAGADO,Efectivo Local,,CMV
Cook express,"10,5%",19/01/2026,Factura A,0002-00079030,"$154.110,00","$16.181,55","$137.928,45",  60 ,20/03/2026,12/02/2026,"$154.110,00","$0,00",PAGADO,Cheque,,CMV
Gastos Varios - Viaticos empleados ,,19/01/2026,Ticket CF,50385,"$11.620,00","$0,00","$11.620,00",  -   ,19/01/2026,19/01/2026,"$11.620,00","$0,00",PAGADO,Efectivo Local,ACTRON - TAFIROL,Gastos Personal
Panificación Ceres,,19/01/2026,Remito,1901202613,"$7.000,00","$0,00","$7.000,00",  -   ,19/01/2026,19/01/2026,"$7.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Congelados Ros,"21,0%",19/01/2026,Factura A,0005-00002811,"$39.000,00","$8.190,00","$30.810,00",  7 ,26/01/2026,13/02/2026,"$39.000,00","$0,00",PAGADO,Transferencia,,CMV
Hielo Rosario,,19/01/2026,Remito,24612,"$24.000,00","$0,00","$24.000,00",  -   ,19/01/2026,19/01/2026,"$24.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,19/01/2026,Sin comprobante,0,"$15.650,00","$0,00","$15.650,00",  -   ,19/01/2026,19/01/2026,"$15.650,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Stock Mercadería Local,,19/01/2026,Ticket CF,307271,"$4.425,00","$0,00","$4.425,00",  -   ,19/01/2026,19/01/2026,"$4.425,00","$0,00",PAGADO,Efectivo Local,AZUCAR,CMV
Gastos Varios - Propinas,,19/01/2026,Sin comprobante,0,"$7.700,00","$0,00","$7.700,00",  -   ,19/01/2026,19/01/2026,"$7.700,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",20/01/2026,Factura A,0002-00079091,"$108.681,70","$11.411,58","$97.270,12",  60 ,21/03/2026,12/02/2026,"$108.681,70","$0,00",PAGADO,Cheque,,CMV
Paico,,20/01/2026,Remito,254667,"$42.900,00","$0,00","$42.900,00",  7 ,27/01/2026,27/01/2026,"$42.900,00","$0,00",PAGADO,Posnet Proveedor,,CMV
CEPRO,"18,9%",20/01/2026,Factura A,00007-00225115,"$94.698,65","$17.898,04","$76.800,61",  15 ,4/02/2026,5/02/2026,"$94.698,65","$0,00",PAGADO,Transferencia,,CMV
Carnicerías Integradas,"12,6%",20/01/2026,Factura A,0008-00065090,"$474.904,00","$59.837,90","$415.066,10",  10 ,30/01/2026,13/02/2026,"$474.904,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Stock Mercadería Local,,20/01/2026,Ticket CF,290076,"$22.200,00","$0,00","$22.200,00",  -   ,20/01/2026,20/01/2026,"$22.200,00","$0,00",PAGADO,Efectivo Local,,CMV
La Distribuidora,"18,9%",20/01/2026,Factura A,7768,"$441.783,96","$83.497,17","$358.286,79",  15 ,4/02/2026,24/02/2026,"$441.783,96","$0,00",PAGADO,Posnet Proveedor,"162005,86 el 24/02",CMV
Nueve Seis Nueve,,20/01/2026,Remito,10000100071428,"$20.100,00","$0,00","$20.100,00",  -   ,20/01/2026,20/01/2026,"$20.100,00","$0,00",PAGADO,Efectivo Local,,CMV
Cotar,"21,0%",20/01/2026,Remito,19797,"$78.000,00","$0,00","$78.000,00",  -   ,20/01/2026,20/01/2026,"$78.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Over Clean,,20/01/2026,Remito,0101-00047102,"$74.834,15","$0,00","$74.834,15",  7 ,27/01/2026,27/01/2026,"$74.834,15","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Gastos Varios - Mantenimiento Local,,20/01/2026,Remito,4108,"$24.000,00","$0,00","$24.000,00",  -   ,20/01/2026,20/01/2026,"$24.000,00","$0,00",PAGADO,Efectivo Local,ALARMAS MAGA ,Mantenimiento
Gastos Varios - Art. de Librería e imprenta,,20/01/2026,Factura B,0009-00018002,"$6.000,00","$0,00","$6.000,00",  -   ,20/01/2026,20/01/2026,"$6.000,00","$0,00",PAGADO,Efectivo Local,FOLIOS,Artículos de librería / Impresiones
Gastos Varios - Propinas,,20/01/2026,Sin comprobante,0,"$7.750,00","$0,00","$7.750,00",  -   ,20/01/2026,20/01/2026,"$7.750,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Maururu,,20/01/2026,Remito,00003-00050292,"$34.400,00","$0,00","$34.400,00",  -   ,20/01/2026,20/01/2026,"$34.400,00","$0,00",PAGADO,Efectivo Local,,CMV
Cabrales,"21,0%",20/01/2026,Factura A,1476-00099672,"$680.859,12","$142.980,42","$537.878,70",  30 ,19/02/2026,24/02/2026,"$680.859,12","$0,00",PAGADO,Transferencia,,CMV
Hielo Rosario,,20/01/2026,Remito,25336,"$16.000,00","$0,00","$16.000,00",  -   ,20/01/2026,20/01/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Cadetería / Delivery Growler,,20/01/2026,Sin comprobante,0,"$3.700,00","$0,00","$3.700,00",  -   ,20/01/2026,20/01/2026,"$3.700,00","$0,00",PAGADO,Efectivo Local,UBER MIXER VV,Logistica
Gastos Varios - Propinas,,20/01/2026,Sin comprobante,0,"$27.910,00","$0,00","$27.910,00",  -   ,20/01/2026,20/01/2026,"$27.910,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Paico,,21/01/2026,Remito,254671,"$43.700,00","$0,00","$43.700,00",  7 ,28/01/2026,28/01/2026,"$43.700,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Nunzio,"21,0%",21/01/2026,Factura A,0005-00072681,"$121.550,00","$25.525,50","$96.024,50",  7 ,28/01/2026,28/01/2026,"$121.550,00","$0,00",PAGADO,Transferencia,,CMV
Cook express,"10,5%",21/01/2026,Factura A,0002-00079152,"$166.133,50","$17.444,02","$148.689,48",  60 ,22/03/2026,12/02/2026,"$166.133,50","$0,00",PAGADO,Cheque,,CMV
Providencia,,21/01/2026,Remito,5556,"$85.000,00","$0,00","$85.000,00",  7 ,28/01/2026,28/01/2026,"$85.000,00","$0,00",PAGADO,Efectivo ADM,,CMV
Gastos Varios - Propinas,,21/01/2026,Sin comprobante,0,"$9.930,00","$0,00","$9.930,00",  -   ,21/01/2026,21/01/2026,"$9.930,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Cadetería / Delivery Growler,,21/01/2026,Sin comprobante,0,"$4.000,00","$0,00","$4.000,00",  -   ,21/01/2026,21/01/2026,"$4.000,00","$0,00",PAGADO,Efectivo Local,cadete arpilleras,Logistica
Magnolia,,21/01/2026,Remito,235957,"$60.000,00","$0,00","$60.000,00",  -   ,21/01/2026,21/01/2026,"$60.000,00","$0,00",PAGADO,Efectivo Local,,Stand 3eros
AFC,"21,0%",21/01/2026,Sin comprobante,0,"$66.725,00","$0,00","$66.725,00",  15 ,5/02/2026,5/02/2026,"$66.725,00","$0,00",PAGADO,Efectivo ADM,,CMV
Hielo Rosario,,21/01/2026,Remito,25344,"$24.000,00","$0,00","$24.000,00",  -   ,21/01/2026,21/01/2026,"$24.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,21/01/2026,Sin comprobante,0,"$14.045,00","$0,00","$14.045,00",  -   ,21/01/2026,21/01/2026,"$14.045,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
CCU,"21,0%",22/01/2026,Factura A,0603-01057554,"$76.656,67","$16.097,90","$60.558,77",  -   ,22/01/2026,22/01/2026,"$76.656,67","$0,00",PAGADO,Efectivo Local,,CMV
CCU,"21,0%",22/01/2026,Factura A,0603-01057555,"$44.030,00","$9.246,30","$34.783,70",  -   ,22/01/2026,22/01/2026,"$44.030,00","$0,00",PAGADO,Efectivo Local,,CMV
Embotelladora del Atlantico (Coca Cola),"21,0%",22/01/2026,Factura A,2250-01623409,"$110.100,00","$23.121,00","$86.979,00",  -   ,22/01/2026,22/01/2026,"$110.100,00","$0,00",PAGADO,Efectivo Local,,CMV
Agustín Ariel Pujol,"10,5%",22/01/2026,Remito,749431,"$112.000,00","$0,00","$112.000,00",  30 ,21/02/2026,17/04/2026,"$112.000,00","$0,00",PAGADO,Transferencia,,CMV
Paico,,22/01/2026,Remito,254673,"$102.050,00","$0,00","$102.050,00",  7 ,29/01/2026,2/02/2026,"$102.050,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Vines & Co.,"21,0%",22/01/2026,Factura A,00003-00024238,"$239.650,31","$50.326,57","$189.323,74",  21 ,12/02/2026,18/02/2026,"$239.650,31","$0,00",PAGADO,Posnet Proveedor,,CMV
Cook express,"10,5%",22/01/2026,Factura A,0002-00079215,"$156.737,00","$16.457,39","$140.279,62",  60 ,23/03/2026,12/02/2026,"$156.737,00","$0,00",PAGADO,Cheque,,CMV
Gastos Varios - Propinas,,22/01/2026,Sin comprobante,0,"$13.400,00","$0,00","$13.400,00",  -   ,22/01/2026,22/01/2026,"$13.400,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Mantenimiento Local,,22/01/2026,Sin comprobante,0,"$25.000,00","$0,00","$25.000,00",  -   ,22/01/2026,22/01/2026,"$25.000,00","$0,00",PAGADO,Efectivo Local,ARREGLO DE LA MIXER DE COCINA ,Mantenimiento
Gastos Varios - Stock Mercadería Local,,22/01/2026,Ticket CF,00723-00212106,"$3.982,00","$0,00","$3.982,00",  -   ,22/01/2026,22/01/2026,"$3.982,00","$0,00",PAGADO,Efectivo Local,PILAS AAA X2,CMV
Gastos Varios - Propinas,,22/01/2026,Sin comprobante,0,"$13.945,00","$0,00","$13.945,00",  -   ,22/01/2026,22/01/2026,"$13.945,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",23/01/2026,Factura A,0002-00079266,"$150.788,00","$15.832,74","$134.955,26",  60 ,24/03/2026,12/02/2026,"$150.788,00","$0,00",PAGADO,Cheque,,CMV
Paico,,23/01/2026,Remito,254674,"$59.000,00","$0,00","$59.000,00",  7 ,30/01/2026,2/02/2026,"$59.000,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Over Clean,,23/01/2026,Remito,0101-00047164,"$120.053,01","$0,00","$120.053,01",  7 ,30/01/2026,27/01/2026,"$120.053,01","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Panificación Ceres,,23/01/2026,Remito,2301202623,"$7.000,00","$0,00","$7.000,00",  -   ,23/01/2026,23/01/2026,"$7.000,00","$0,00",PAGADO,,,CMV
La Distribuidora,"18,9%",23/01/2026,Factura A,7789,"$434.832,53","$82.183,35","$352.649,18",  15 ,7/02/2026,24/02/2026,"$434.832,53","$0,00",PAGADO,Posnet Proveedor,,CMV
CEPRO,"18,9%",23/01/2026,Factura A,00007-00225626,"$139.458,19","$26.357,60","$113.100,59",  15 ,7/02/2026,5/02/2026,"$139.458,19","$0,00",PAGADO,Transferencia,,CMV
Nunzio,"21,0%",23/01/2026,Factura A,0005-00072746,"$121.550,00","$25.525,50","$96.024,50",  7 ,30/01/2026,30/01/2026,"$121.550,00","$0,00",PAGADO,Transferencia,,CMV
Providencia,,23/01/2026,Remito,5621,"$102.000,00","$0,00","$102.000,00",  7 ,30/01/2026,28/01/2026,"$102.000,00","$0,00",PAGADO,Efectivo ADM,,CMV
Cotar,"21,0%",23/01/2026,Remito,19857,"$128.000,00","$0,00","$128.000,00",  -   ,23/01/2026,23/01/2026,"$128.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Nueve Seis Nueve,,23/01/2026,Remito,0200001-00071604,"$20.100,00","$0,00","$20.100,00",  -   ,23/01/2026,23/01/2026,"$20.100,00","$0,00",PAGADO,Efectivo Local,,CMV
Congelados Ros,"21,0%",23/01/2026,Factura A,0005-00002853,"$100.000,00","$21.000,00","$79.000,00",  7 ,30/01/2026,13/02/2026,"$100.000,00","$0,00",PAGADO,Transferencia,,CMV
Carnicerías Integradas,"12,6%",23/01/2026,Factura A,800065226,"$287.200,00","$36.187,20","$251.012,80",  10 ,2/02/2026,13/02/2026,"$287.200,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Propinas,,23/01/2026,Sin comprobante,0,,"$0,00",,  -   ,23/01/2026,,,"$0,00",,,,Gastos Personal
Hielo Rosario,,23/01/2026,Remito,24932,"$16.000,00","$0,00","$16.000,00",  -   ,23/01/2026,23/01/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,23/01/2026,Ticket CF,00710-00291030,"$12.989,00","$0,00","$12.989,00",  -   ,23/01/2026,23/01/2026,"$12.989,00","$0,00",PAGADO,Efectivo Local,CHORIZOS X8 PARA EVENTO,CMV
Quento,,23/01/2026,Remito,146735,"$83.980,00","$0,00","$83.980,00",  -   ,23/01/2026,23/01/2026,"$83.980,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Eventos,,23/01/2026,Sin comprobante,0,"$80.000,00","$0,00","$80.000,00",  -   ,23/01/2026,23/01/2026,"$80.000,00","$0,00",PAGADO,Efectivo Local,DJ,Eventos
Gastos Varios - Propinas,,23/01/2026,Sin comprobante,0,"$41.340,00","$0,00","$41.340,00",  -   ,23/01/2026,23/01/2026,"$41.340,00","$0,00",PAGADO,Efectivo Local,TURNO TARDE Y TURNO MAÑANA,Gastos Personal
Cook express,"10,5%",24/01/2026,Factura A,0002-00079343,"$204.734,00","$21.497,07","$183.236,93",  60 ,25/03/2026,12/02/2026,"$204.734,00","$0,00",PAGADO,Cheque,,CMV
Paico,,24/01/2026,Remito,254679,"$102.000,00","$0,00","$102.000,00",  7 ,31/01/2026,2/02/2026,"$102.000,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Gastos Varios - Viaticos empleados ,,24/01/2026,Ticket CF,36310,"$1.560,00","$0,00","$1.560,00",  -   ,24/01/2026,24/01/2026,"$1.560,00","$0,00",PAGADO,Efectivo Local,TOALLITAS,Gastos Personal
Gastos Varios - Eventos,,24/01/2026,Sin comprobante,0,"$18.000,00","$0,00","$18.000,00",  -   ,24/01/2026,24/01/2026,"$18.000,00","$0,00",PAGADO,Efectivo Local,FLYER EVENTO 23/1 VICKO,Eventos
Gastos Varios - Propinas,,24/01/2026,Sin comprobante,0,"$24.830,00","$0,00","$24.830,00",  -   ,24/01/2026,24/01/2026,"$24.830,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Gastos Varios - Stock Mercadería Local,,24/01/2026,Ticket CF,291333,"$11.300,00","$0,00","$11.300,00",  -   ,24/01/2026,24/01/2026,"$11.300,00","$0,00",PAGADO,Efectivo Local,TOMATE ,CMV
Hielo Rosario,,24/01/2026,Remito,25523,"$24.000,00","$0,00","$24.000,00",  -   ,24/01/2026,24/01/2026,"$24.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Propinas,,24/01/2026,Sin comprobante,0,"$7.400,00","$0,00","$7.400,00",  -   ,24/01/2026,24/01/2026,"$7.400,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Cook express,"10,5%",25/01/2026,Factura A,0002-00079368,"$160.573,00","$16.860,17","$143.712,84",  60 ,26/03/2026,12/02/2026,"$160.573,00","$0,00",PAGADO,Cheque,,CMV
Paico,,25/01/2026,Remito,254682,"$135.100,00","$0,00","$135.100,00",  7 ,1/02/2026,2/02/2026,"$135.100,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Gastos Varios - Propinas,,25/01/2026,Sin comprobante,0,"$18.950,00","$0,00","$18.950,00",  -   ,25/01/2026,25/01/2026,"$18.950,00","$0,00",PAGADO,Efectivo Local,,Gastos Personal
Hielo Rosario,,25/01/2026,Remito,25607,"$16.000,00","$0,00","$16.000,00",  -   ,25/01/2026,25/01/2026,"$16.000,00","$0,00",PAGADO,Efectivo Local,,CMV
