29/6/2026,,,,,,,,,,,,,,,,
PROVEEDOR,IVA PROVEEDOR,FECHA RECEPCIÓN MERCADERÍA,COMPROBANTE,NÚMERO COMPROBANTE,TOTAL COMPROBANTE $,IVA $,TOTAL NETO IVA $,Ds Pago convenidos,VENCIMIENTO,FECHA PAGO,MONTO PAGO,PENDIENTE PAGO,ESTADO,FORMA PAGO,COMENTARIOS,Linea P&L
Hillbillys,"21,0%",3/11/2025,Remito,,"$318.200,00","$0,00","$318.200,00",  20 ,23/11/2025,23/11/2025,"$318.200,00","$0,00",PAGADO,Transferencia,,CMV
Némesis (Grit Beerlab SRL),"21,0%",4/11/2025,Remito,,,"$0,00",,  20 ,24/11/2025,,,"$0,00",,,,CMV
Minga (Lecreba SA),"21,0%",4/11/2025,Remito,,"$344.000,00","$0,00","$344.000,00",  20 ,24/11/2025,24/11/2025,"$344.000,00","$0,00",PAGADO,,,CMV
Transporte Rosario Logística,"21,0%",4/11/2025,Factura A,,"$33.039,05","$6.938,20","$26.100,85",  30 ,4/12/2025,26/11/2025,"$33.039,05","$0,00",PAGADO,Mercado Pago,,Logistica
Gastos Varios - Otros,,1/11/2025,Ticket CF,,"$39.075,00","$0,00","$39.075,00",  -   ,1/11/2025,3/11/2025,"$39.075,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,3/11/2025,Ticket CF,5487,"$25.500,00","$0,00","$25.500,00",  -   ,3/11/2025,3/11/2025,"$25.500,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,5/11/2025,Ticket CF,SIN NUMERO,"$4.500,00","$0,00","$4.500,00",  -   ,5/11/2025,6/11/2025,"$4.500,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Distribuidora ALCORTA,"21,0%",17/10/2025,Factura A,22490,"$33.039,92","$6.938,38","$26.101,54",  -   ,17/10/2025,,,"$33.039,92",VENCIDO,,,CMV
La Distribuidora,"18,9%",6/11/2025,Factura A,6929,"$228.052,53","$43.101,93","$184.950,60",  15 ,21/11/2025,3/12/2025,"$228.052,53","$0,00",PAGADO,Posnet Proveedor,,CMV
CCU,"21,0%",6/11/2025,Factura A,3969,"$1.642.608,58","$344.947,80","$1.297.660,78",  -   ,6/11/2025,,,"$1.642.608,58",VENCIDO,,,CMV
Vines & Co.,"21,0%",6/11/2025,Factura A,22906,"$345.659,46","$72.588,49","$273.070,97",  21 ,27/11/2025,25/11/2025,"$345.659,46","$0,00",PAGADO,Posnet Proveedor,,CMV
Vines & Co.,"21,0%",6/11/2025,Factura A,22904,"$901.932,11","$189.405,74","$712.526,37",  21 ,27/11/2025,1/12/2025,"$901.932,11","$0,00",PAGADO,Posnet Proveedor,"725710,72 el 1/12",CMV
Distribuidora ALCORTA,"21,0%",6/11/2025,Factura A,22675,"$54.031,20","$11.346,55","$42.684,65",  -   ,6/11/2025,0,,"$54.031,20",VENCIDO,,,CMV
Masa Mia,,6/11/2025,Remito,3910,"$228.000,00","$0,00","$228.000,00",  -   ,6/11/2025,6/11/2025,"$228.000,00","$0,00",PAGADO,,,CMV
Hielo Rosario,,5/11/2025,Remito,7569,"$24.000,00","$0,00","$24.000,00",  -   ,5/11/2025,5/11/2025,"$24.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Otros,,5/11/2025,Ticket CF,5628,"$10.900,00","$0,00","$10.900,00",  -   ,5/11/2025,5/11/2025,"$10.900,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,6/11/2025,Ticket CF,5712,"$30.200,00","$0,00","$30.200,00",  -   ,6/11/2025,6/11/2025,"$30.200,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,7/11/2025,Ticket CF,5797,"$49.200,00","$0,00","$49.200,00",  -   ,7/11/2025,7/11/2025,"$49.200,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,5/11/2025,Ticket CF,-,"$3.600,00","$0,00","$3.600,00",  -   ,5/11/2025,5/11/2025,"$3.600,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,6/11/2025,Ticket CF,-,"$7.000,00","$0,00","$7.000,00",  -   ,6/11/2025,6/11/2025,"$7.000,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,7/11/2025,Ticket CF,-,"$14.900,00","$0,00","$14.900,00",  -   ,7/11/2025,7/11/2025,"$14.900,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,7/11/2025,Sin comprobante,-,"$5.300,00","$0,00","$5.300,00",  -   ,7/11/2025,7/11/2025,"$5.300,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
La Distribuidora,"18,9%",7/11/2025,Factura A,6938,"$74.340,57","$14.050,37","$60.290,20",  15 ,22/11/2025,3/12/2025,"$74.340,57","$0,00",PAGADO,Posnet Proveedor,,CMV
Hielo Rosario,"21,0%",30/10/2025,Factura A,,"$434.999,00","$91.349,79","$343.649,21",  -   ,30/10/2025,30/10/2025,"$434.999,00","$0,00",PAGADO,Efectivo Local,total factura mensual,CMV
Masa Mia,,10/11/2025,Remito,3911,"$95.000,00","$0,00","$95.000,00",  -   ,10/11/2025,10/11/2025,"$95.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Hillbillys,"21,0%",10/11/2025,Remito,9733,"$318.200,00","$0,00","$318.200,00",  20 ,30/11/2025,30/11/2025,"$318.200,00","$0,00",PAGADO,Transferencia,,CMV
Beata Compañia Cervecera,,10/11/2025,Remito,796,"$437.886,00","$0,00","$437.886,00",,10/11/2025,,,"$437.886,00",VENCIDO,,,CMV
Transporte Rosario Logística,"21,0%",10/11/2025,Factura A,1729938,"$34.297,45","$7.202,46","$27.094,99",  30 ,10/12/2025,26/11/2025,"$34.297,45","$0,00",PAGADO,Mercado Pago,,Logistica
Distribuidora ALCORTA,"21,0%",7/11/2025,Factura A,22705,"$7.874,40","$1.653,62","$6.220,78",  -   ,7/11/2025,,,"$7.874,40",VENCIDO,,,CMV
Gastos Varios - Stock Mercadería Local,,11/11/2025,Ticket CF,,"$24.500,00","$0,00","$24.500,00",  -   ,11/11/2025,11/11/2025,"$24.500,00","$0,00",PAGADO,Efectivo Local,VERDULERIA,CMV
Némesis (Grit Beerlab SRL),"21,0%",11/11/2025,Remito,12513,"$335.500,00","$0,00","$335.500,00",  20 ,1/12/2025,,,"$335.500,00",VENCIDO,,,CMV
Némesis (Grit Beerlab SRL),"21,0%",11/11/2025,Remito,12514,"$236.500,00","$0,00","$236.500,00",  20 ,1/12/2025,12/12/2025,"$200.000,00","$36.500,00",PAGO PARCIAL,Mercado Pago,,CMV
Minga (Lecreba SA),"21,0%",11/11/2025,Remito,50347,"$484.000,00","$0,00","$484.000,00",  20 ,1/12/2025,1/12/2025,"$484.000,00","$0,00",PAGADO,,,CMV
Nueve Seis Nueve,,12/11/2025,Remito,67485,"$38.759,97","$0,00","$38.759,97",  -   ,12/11/2025,12/111/2025,"$38.759,97","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Otros,,10/11/2025,Ticket CF,5953,"$15.400,00","$0,00","$15.400,00",  -   ,10/11/2025,10/11/2025,"$15.400,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,12/11/2025,Ticket CF,6103,"$22.018,00","$0,00","$22.018,00",  -   ,12/11/2025,12/11/2025,"$22.018,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Noblex,"21,0%",13/11/2025,Remito,,"$60.783,33","$0,00","$60.783,33",  30 ,13/12/2025,23/12/2025,"$60.783,33","$0,00",PAGADO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
CCU,"21,0%",12/11/2025,Factura A,8955,"$928.485,69","$194.981,99","$733.503,70",  -   ,12/11/2025,13/11/2025,"$928.485,69","$0,00",PAGADO,Transferencia,,CMV
La Distribuidora,"18,9%",13/11/2025,Factura A,7027,"$392.667,40","$74.214,14","$318.453,26",  15 ,28/11/2025,3/12/2025,"$392.667,40","$0,00",VENCIDO,Posnet Proveedor,,CMV
La Distribuidora,"18,9%",13/11/2025,Factura A,7031,"$32.400,00","$6.123,60","$26.276,40",  15 ,28/11/2025,3/12/2025,"$32.400,00","$0,00",PAGADO,Transferencia,,CMV
Masa Mia,,13/11/2025,Remito,3912,"$171.000,00","$0,00","$171.000,00",  -   ,13/11/2025,13/11/2025,"$171.000,00","$0,00",PAGADO,Efectivo Local,,CMV
Vines & Co.,"21,0%",14/11/2025,Factura A,23040,"$851.120,71","$178.735,35","$672.385,36",  21 ,5/12/2025,10/12/2025,"$851.120,71","$0,00",PAGADO,Posnet Proveedor,"694888,93 el 10/12",CMV
Gastos Varios - Otros,,14/11/2025,Ticket CF,,"$14.500,00","$0,00","$14.500,00",  -   ,14/11/2025,14/11/2025,"$14.500,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,14/11/2025,Ticket CF,,"$12.800,00","$0,00","$12.800,00",  -   ,14/11/2025,14/11/2025,"$12.800,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
CGyL,,17/11/2025,Factura A,,"$37.800,00","$0,00","$37.800,00",  -   ,17/11/2025,17/11/2025,"$37.800,00","$0,00",PAGADO,Transferencia,,"Servicios, Seguros & Tasas"
Gastos Varios - Mantenimiento Local,,19/11/2025,Sin comprobante,,"$40.000,00","$0,00","$40.000,00",  -   ,19/11/2025,19/11/2025,"$40.000,00","$0,00",PAGADO,Efectivo Local,,Mantenimiento
Gastos Varios - Otros,,19/11/2025,Ticket CF,6519,"$24.700,00","$0,00","$24.700,00",  -   ,19/11/2025,19/11/2025,"$24.700,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,13/11/2025,Ticket CF,6157,"$56.502,00","$0,00","$56.502,00",  -   ,13/11/2025,13/11/2025,"$56.502,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,13/11/2025,Ticket CF,-,"$6.000,00","$0,00","$6.000,00",  -   ,13/11/2025,13/11/2025,"$6.000,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,13/11/2025,Ticket CF,387963,"$7.560,31","$0,00","$7.560,31",  -   ,13/11/2025,13/11/2025,"$7.560,31","$0,00",PAGADO,Efectivo Local,,Gastos Varios
Gastos Varios - Otros,,20/11/2025,Sin comprobante,,"$44.400,00","$0,00","$44.400,00",  -   ,20/11/2025,20/11/2025,"$44.400,00","$0,00",PAGADO,Efectivo Local,,Gastos Varios
La Distribuidora,"18,9%",20/11/2025,Factura A,7130,"$144.844,90","$27.375,69","$117.469,21",  15 ,5/12/2025,3/12/2025,"$144.844,90","$0,00",PAGADO,Transferencia,,CMV
Hillbillys,"21,0%",20/11/2025,Remito,9802,"$95.150,00","$0,00","$95.150,00",  20 ,10/12/2025,10/12/2025,"$95.150,00","$0,00",PAGADO,Transferencia,,CMV
La Distribuidora,"18,9%",20/11/2025,Factura A,7138,"$101.272,86","$19.140,57","$82.132,29",  15 ,5/12/2025,3/12/2025,"$101.272,86","$0,00",PAGADO,Transferencia,,CMV
Nueve Seis Nueve,,20/11/2025,Remito,67956,"$51.609,96","$0,00","$51.609,96",  -   ,20/11/2025,11/12/2025,"$51.609,96","$0,00",PAGADO,Mercado Pago,,CMV
Distribuidora ALCORTA,"21,0%",21/11/2025,Factura A,22827,"$88.102,68","$18.501,56","$69.601,12",  -   ,21/11/2025,,,"$88.102,68",VENCIDO,,,CMV
Gastos Varios - Stock Mercadería Local,,22/11/2025,Ticket CF,294715,"$77.520,00","$0,00","$77.520,00",  -   ,22/11/2025,22/11/2025,"$77.520,00","$0,00",PAGADO,Efectivo Local,LA GALLEGA COCA COLA,CMV
Gastos Varios - Stock Mercadería Local,,23/11/2025,Ticket CF,469571,"$32.076,00","$0,00","$32.076,00",  -   ,23/11/2025,23/11/2025,"$32.076,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,25/11/2025,Ticket CF,,"$31.100,00","$0,00","$31.100,00",  -   ,25/11/2025,25/11/2025,"$31.100,00","$0,00",PAGADO,Efectivo Local,carniceria y verduleria,CMV
Transporte Rosario Logística,"21,0%",26/11/2025,Sin comprobante,,"$56.204,22","$0,00","$56.204,22",  30 ,26/12/2025,26/11/2025,"$56.204,22","$0,00",PAGADO,Mercado Pago,,Logistica
Distribuidora ALCORTA,"21,0%",21/11/2025,Factura A,00003-00022827,"$88.102,68","$18.501,56","$69.601,12",  -   ,21/11/2025,21/11/2025,"$88.102,68","$0,00",PAGADO,Efectivo Local,pago moreno,CMV
CCU,"21,0%",27/11/2025,Factura A,8373,"$460.820,10","$96.772,22","$364.047,88",  -   ,27/11/2025,27/11/2025,"$460.820,10","$0,00",PAGADO,Transferencia,,CMV
Nueve Seis Nueve,,27/11/2025,Remito,68321,"$19.379,98","$0,00","$19.379,98",  -   ,27/11/2025,27/11/2025,"$19.379,98","$0,00",PAGADO,Efectivo Local,,CMV
La Distribuidora,"18,9%",27/11/2025,Factura A,7214,"$317.306,46","$59.970,92","$257.335,54",  15 ,12/12/2025,23/12/2025,"$317.306,46","$0,00",PAGADO,Transferencia,"104195,81 el 23/12 con posnet",CMV
Noblex,"21,0%",26/11/2025,Remito,,"$127.394,10","$0,00","$127.394,10",  30 ,26/12/2025,23/12/2025,"$34.178,79","$93.215,31",PAGO PARCIAL,Efectivo ADM,,"Limpieza, Descartables y Bazar"
Over Clean,,26/11/2025,Remito,46195,"$105.056,95","$0,00","$105.056,95",  7 ,3/12/2025,27/11/2025,"$105.056,95","$0,00",PAGADO,Mercado Pago,,"Limpieza, Descartables y Bazar"
Vines & Co.,"21,0%",27/11/2025,Factura A,23231,"$854.252,25","$179.392,97","$674.859,28",  21 ,18/12/2025,10/12/2025,"$854.252,25","$0,00",PAGADO,Posnet Proveedor,,CMV
Masa Mia,,26/11/2025,Remito,3913,"$152.000,00","$0,00","$152.000,00",  -   ,26/11/2025,27/11/2025,"$152.000,00","$0,00",PAGADO,Transferencia,,CMV
Gastos Varios - Stock Mercadería Local,,27/11/2025,Sin comprobante,,"$15.100,00","$0,00","$15.100,00",  -   ,27/11/2025,27/11/2025,"$15.100,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,26/11/2025,Ticket CF,,"$16.200,00","$0,00","$16.200,00",  -   ,26/11/2025,26/11/2025,"$16.200,00","$0,00",PAGADO,Efectivo Local,,CMV
Gastos Varios - Stock Mercadería Local,,29/11/2025,Ticket CF,,"$29.100,00","$0,00","$29.100,00",  -   ,29/11/2025,29/11/2025,"$29.100,00","$0,00",PAGADO,Efectivo Local,,CMV
Átomos Brewing (BBSC),"21,0%",11/11/2025,Remito,2890,"$384.000,00","$0,00","$384.000,00",  20 ,1/12/2025,1/12/2025,"$384.000,00","$0,00",PAGADO,Transferencia,,CMV
Transporte Rosario Logística,"21,0%",11/11/2025,Factura A,172980,"$377.153,05","$79.202,14","$297.950,91",  30 ,11/12/2025,,,"$377.153,05",VENCIDO,,,Logistica
Gastos Varios - Stock Mercadería Local,,29/11/2025,Ticket CF,197499,"$33.032,00","$0,00","$33.032,00",  -   ,29/11/2025,29/11/2025,"$33.032,00","$0,00",PAGADO,Efectivo Local,LEVADURA,CMV
Abasto Green,"21,0%",01/12/2025,Ticket CF,,"$2.800,00","$0,00","$2.800,00",  -   ,1/12/2025,1/12/2025,"$2.800,00","$0,00",PAGADO,Efectivo Local,VERDULERIA,CMV
Gastos Varios - Stock Mercadería Local,,02/12/2025,Ticket CF,,"$12.800,00","$0,00","$12.800,00",  -   ,2/12/2025,2/12/2025,"$12.800,00","$0,00",PAGADO,Efectivo Local,ALBAHACA,CMV
Gastos Varios - Mantenimiento Local,,02/12/2025,Ticket CF,37281,"$9.500,00","$0,00","$9.500,00",  -   ,2/12/2025,2/12//2025,"$9.500,00","$0,00",PAGADO,Efectivo Local,CINTA METRICA Y AEROSOL PINTURA,Mantenimiento
Gastos Varios - Mantenimiento Local,,03/12/2025,Ticket CF,,"$27.900,00","$0,00","$27.900,00",  -   ,3/12/2025,3/12/2025,"$27.900,00","$0,00",PAGADO,Efectivo Local,LATA PÍNTURA ,Mantenimiento
Gastos Varios - Otros,,03/12/2025,Sin comprobante,,"$16.000,00","$0,00","$16.000,00",  -   ,3/12/2025,3/12/2025,"$16.000,00","$0,00",PAGADO,Efectivo Local,MILANESAS PERSONAL,Gastos Varios
Over Clean,,04/12/2025,Remito,46363,"$28.790,46","$0,00","$28.790,46",  7 ,11/12/2025,,,"$28.790,46",VENCIDO,Efectivo ADM,,"Limpieza, Descartables y Bazar"
CCU,"21,0%",04/12/2025,Factura A,1024058,"$568.347,02","$119.352,87","$448.994,15",  -   ,4/12/2025,,,"$568.347,02",VENCIDO,,,CMV
Vines & Co.,"21,0%",04/12/2025,Factura A,23388,"$130.151,14","$27.331,74","$102.819,40",  21 ,25/12/2025,31/12/2026,"$130.151,14","$0,00",PAGADO,Posnet Proveedor,,CMV
Abasto Green,"21,0%",04/12/2025,Ticket CF,,"$14.400,00","$0,00","$14.400,00",  -   ,4/12/2025,4/12/2025,"$14.400,00","$0,00",PAGADO,Efectivo Local,ABASTO GREEN-VERDULERIA,CMV
Gastos Varios - Mantenimiento Local,,04/12/2025,Ticket CF,37324,"$14.000,00","$0,00","$14.000,00",  -   ,4/12/2025,4/12/2025,"$14.000,00","$0,00",PAGADO,Efectivo Local,,Mantenimiento
Abasto Green,"21,0%",04/12/2025,Ticket CF,,"$23.600,00","$0,00","$23.600,00",  -   ,4/12/2025,4/12/2025,"$23.600,00","$0,00",PAGADO,Efectivo Local,,CMV
Hielo Rosario,"21,0%",30/11/2025,Factura A,25222,"$360.000,00","$75.600,00","$284.400,00",  -   ,30/11/2025,30/11/2025,"$360.000,00","$0,00",PAGADO,Efectivo ADM,factura mensual / se paga diariamente,CMV
La Distribuidora,"18,9%",05/12/2025,Factura A,7329,"$201.896,29","$38.158,40","$163.737,89",  15 ,20/12/2025,23/12/2025,"$201.896,29","$0,00",PAGADO,Posnet Proveedor,,CMV
Gastos Varios - Stock Mercadería Local,,05/12/2025,Ticket CF,,"$17.800,00","$0,00","$17.800,00",  -   ,5/12/2025,5/12/2025,"$17.800,00","$0,00",PAGADO,Efectivo Local,ALBAHACA Y CHAMPIÑONES,CMV
Gastos Varios - Stock Mercadería Local,,06/12/2025,Ticket CF,,"$14.000,00","$0,00","$14.000,00",  -   ,6/12/2025,6/12/2025,"$14.000,00","$0,00",PAGADO,Efectivo Local,verduleria,CMV
Gastos Varios - Stock Mercadería Local,,06/12/2025,Ticket CF,,"$8.000,00","$0,00","$8.000,00",  -   ,6/12/2025,6/12/2025,"$8.000,00","$0,00",PAGADO,Efectivo Local,verduleria,CMV
Gastos Varios - Stock Mercadería Local,,06/12/2025,Factura B,2811550,"$34.500,00","$0,00","$34.500,00",  -   ,6/12/2025,6/12/2025,"$34.500,00","$0,00",PAGADO,Efectivo Local,3 MIGAS,CMV
Carnes del Abasto,"21,0%",06/12/2025,Ticket CF,7512,"$26.200,00","$0,00","$26.200,00",  -   ,6/12/2025,6/12/2025,"$26.200,00","$0,00",PAGADO,Efectivo Local,MENU PERSONAL,CMV
Gastos Varios - Stock Mercadería Local,,06/12/2025,Ticket CF,,"$13.200,00","$0,00","$13.200,00",  -   ,6/12/2025,6/12//2025,"$13.200,00","$0,00",PAGADO,,,CMV
Distribuidora ALCORTA,"21,0%",06/12/2025,Factura A,22976,"$172.544,27","$36.234,30","$136.309,97",  -   ,6/12/2025,,,"$172.544,27",VENCIDO,,,CMV
Carnes del Abasto,"21,0%",05/12/2025,Ticket CF,7445,"$36.600,00","$0,00","$36.600,00",  -   ,5/12/2025,5/12/2025,"$36.600,00","$0,00",PAGADO,Efectivo Local,MENU PERSONAL,CMV
Gastos Varios - Stock Mercadería Local,,08/12/2025,Remito,,"$3.800,00","$0,00","$3.800,00",  -   ,8/12/2025,8/12/2025,"$3.800,00","$0,00",PAGADO,Efectivo Local,PASCUALINA,CMV
Carnes del Abasto,"21,0%",05/12/2025,Ticket CF,7445,"$36.600,00","$0,00","$36.600,00",  -   ,5/12/2025,5/12/2025,"$36.600,00","$0,00",PAGADO,Efectivo Local,MENU PERSONAL,CMV
Gastos Varios - Mantenimiento Local,,09/12/2025,Ticket CF,37432,"$7.000,00","$0,00","$7.000,00",  -   ,9/12/2025,9/12/2025,"$7.000,00","$0,00",PAGADO,Efectivo Local,PINCEL,Mantenimiento
Focacceria Marzano,,09/12/2025,Remito,,"$40.000,00","$0,00","$40.000,00",  7 ,16/12/2025,9/12/2025,"$40.000,00","$0,00",PAGADO,Efectivo Local,2 PLANCHAS,CMV
Abasto Green,"21,0%",09/12/2025,Ticket CF,,"$3.900,00","$0,00","$3.900,00",  -   ,9/12/2025,9/12/2025,"$3.900,00","$0,00",PAGADO,Efectivo Local,,CMV
Carnes del Abasto,"21,0%",09/12/2025,Ticket CF,7616,"$19.400,00","$0,00","$19.400,00",  -   ,9/12/2025,9/12/2025,"$19.400,00","$0,00",PAGADO,Efectivo Local,,CMV
Átomos Brewing (BBSC),"21,0%",09/12/2025,Remito,2893,"$405.000,00","$0,00","$405.000,00",  20 ,29/12/2025,29/12/2025,"$405.000,00","$0,00",PAGADO,Transferencia,,CMV
Transporte Rosario Logística,"21,0%",19/12/2025,Factura A,pago,"$283.896,00","$59.618,16","$224.277,84",  30 ,18/01/2026,19/12/2025,"$283.896,00","$0,00",PAGADO,Mercado Pago,,Logistica
Masa Mia,,10/12/2025,Remito,3914,"$114.000,00","$0,00","$114.000,00",  -   ,10/12/2025,9/12/2025,"$114.000,00","$0,00",PAGADO,Efectivo Local,60 PIZZAS,CMV
Gastos Varios - Stock Mercadería Local,,11/12/2025,Sin comprobante,,"$10.800,00","$0,00","$10.800,00",  -   ,11/12/2025,11/12/2025,"$10.800,00","$0,00",PAGADO,Efectivo Local,3 CAJONES,CMV
Abasto Green,"21,0%",11/12/2025,Ticket CF,,"$3.000,00","$0,00","$3.000,00",  -   ,11/12/2025,11/12/2025,"$3.000,00","$0,00",PAGADO,Efectivo Local,LIMONES,CMV
CCU,"21,0%",11/12/2025,Factura A,28826,"$1.809.990,17","$380.097,94","$1.429.892,23",  -   ,11/12/2025,11/12/2025,"$1.809.990,17","$0,00",PAGADO,Transferencia,,CMV
CCU,"21,0%",11/12/2025,Factura A,28827,"$18.792,60","$3.946,45","$14.846,15",  -   ,11/12/2025,11/12/2025,"$18.792,60","$0,00",PAGADO,Transferencia,,CMV
Nueve Seis Nueve,,10/12/2025,Remito,69110,"$43.509,97","$0,00","$43.509,97",  -   ,10/12/2025,11/12/2025,"$43.509,97","$0,00",PAGADO,Mercado Pago,,CMV
La Distribuidora,"18,9%",11/12/2025,Factura A,7378,"$304.208,86","$57.495,47","$246.713,39",  15 ,26/12/2025,7/01/2026,"$304.208,86","$0,00",PAGADO,Posnet Proveedor,"190300,96 el 7/01",CMV
Vines & Co.,"21,0%",11/12/2025,Factura A,,"$203.961,00","$42.831,81","$161.129,19",  21 ,1/01/2026,31/12/2026,"$203.961,00","$0,00",PAGADO,Posnet Proveedor,,CMV
Carnes del Abasto,"21,0%",11/12/2025,Ticket CF,7762,"$33.500,00","$0,00","$33.500,00",  -   ,11/12/2025,11/12/2025,"$33.500,00","$0,00",PAGADO,,,CMV
Minga (Lecreba SA),"21,0%",10/12/2025,Remito,50837,"$828.000,00","$0,00","$828.000,00",  20 ,30/12/2025,30/12/2025,"$828.000,00","$0,00",PAGADO,,,CMV
Over Clean,,12/12/2025,Remito,46513,"$72.919,91","$0,00","$72.919,91",  7 ,19/12/2025,,,"$72.919,91",VENCIDO,,,"Limpieza, Descartables y Bazar"
Abasto Green,"21,0%",12/12/2025,Ticket CF,,"$13.800,00","$0,00","$13.800,00",  -   ,12/12/2025,12/12/2025,"$13.800,00","$0,00",PAGADO,Efectivo Local,,CMV
Distribuidora ALCORTA,"21,0%",12/12/2025,Factura A,23037,"$112.529,40","$23.631,17","$88.898,23",  -   ,12/12/2025,,,"$112.529,40",VENCIDO,,,CMV
Némesis (Grit Beerlab SRL),"21,0%",12/12/2025,Remito,12666,"$99.000,00","$0,00","$99.000,00",  20 ,1/01/2026,,,"$99.000,00",VENCIDO,,,CMV
Hillbillys,"21,0%",12/12/2025,Remito,9962,"$95.150,00","$0,00","$95.150,00",  20 ,1/01/2026,1/01/2026,"$95.150,00","$0,00",PAGADO,Transferencia,,CMV
Abasto Green,"21,0%",13/12/2025,Ticket CF,,"$17.800,00","$0,00","$17.800,00",  -   ,13/12/2025,13/12/2025,"$17.800,00","$0,00",PAGADO,Efectivo Local,VERDULERIA PRODUCCION COCINA,CMV
Carnes del Abasto,"21,0%",13/12/2025,Ticket CF,7879,"$27.900,00","$0,00","$27.900,00",  -   ,13/12/2025,13/12/2025,"$27.900,00","$0,00",PAGADO,Efectivo Local,CARNE COMIDA PERSO,CMV
Gastos Varios - Otros,,13/12/2025,Sin comprobante,,"$10.000,00","$0,00","$10.000,00",  -   ,13/12/2025,13/12/2025,"$10.000,00","$0,00",PAGADO,Efectivo Local,PANES COMIDA PERSONAL,Gastos Varios
Gastos Varios - Stock Mercadería Local,,14/12/2025,Ticket CF,,"$17.425,00","$0,00","$17.425,00",  -   ,14/12/2025,14/12//2025,"$17.425,00","$0,00",PAGADO,Efectivo Local,MENU PERSO,CMV
Abasto Green,"21,0%",16/12/2025,Ticket CF,,"$4.800,00","$0,00","$4.800,00",  -   ,16/12/2025,16/12/2025,"$4.800,00","$0,00",PAGADO,Efectivo Local,,CMV
Carnes del Abasto,"21,0%",15/12/2025,Ticket CF,7951,"$11.500,00","$0,00","$11.500,00",  -   ,15/12/2025,15/12/2025,"$11.500,00","$0,00",PAGADO,Efectivo Local,,CMV
Over Clean,,16/12/2025,Remito,46557,"$56.919,94","$0,00","$56.919,94",  7 ,23/12/2025,,,"$56.919,94",VENCIDO,,,"Limpieza, Descartables y Bazar"
Masa Mia,,18/12/2025,Remito,3616,"$133.000,00","$0,00","$133.000,00",  -   ,18/12/2025,18/12/2025,"$133.000,00","$0,00",PAGADO,Efectivo Local,70 PIZZAS,CMV
Abasto Green,"21,0%",17/12/2025,Ticket CF,,"$4.900,00","$0,00","$4.900,00",  -   ,17/12/2025,17/12/2025,"$4.900,00","$0,00",PAGADO,,,CMV
Abasto Green,"21,0%",17/12/2025,Ticket CF,,"$20.500,00","$0,00","$20.500,00",  -   ,17/12/2025,17/12/2025,"$20.500,00","$0,00",PAGADO,,,CMV
Carnes del Abasto,"21,0%",17/12/2025,Ticket CF,8105,"$23.380,00","$0,00","$23.380,00",  -   ,17/12/2025,17/12/2025,"$23.380,00","$0,00",PAGADO,,,CMV
CCU,"21,0%",18/12/2025,Factura A,34863,"$1.062.062,00","$223.033,02","$839.028,98",  -   ,18/12/2025,18/12/2025,"$1.062.062,00","$0,00",PAGADO,Transferencia,,CMV
CCU,"21,0%",18/12/2025,Factura A,34864,"$66.435,79","$13.951,52","$52.484,27",  -   ,18/12/2025,18/12/2025,"$66.435,79","$0,00",PAGADO,Transferencia,,CMV
Nueve Seis Nueve,,18/12/2025,Remito,69595,"$56.929,96","$0,00","$56.929,96",  -   ,18/12/2025,18/12/2025,"$56.929,96","$0,00",PAGADO,Efectivo Local,,CMV
Vines & Co.,"21,0%",18/12/2025,Factura A,23719,"$910.666,30","$191.239,92","$719.426,38",  21 ,8/01/2026,13/01/2026,"$910.666,30","$0,00",PAGADO,Posnet Proveedor,"27169,88 el 13/01",CMV
