Mes del Gasto,COSTOS FIJOS / OTROS GASTOS,Comentario / Proveedor,LOCAL - ADM CENTRAL,Importe,Check %, %, MORENO,%,VIA VIEJA,%,COLEGIO,%,GG2,%,GG4, MONTO PAGO,FECHA PAGO,FORMA PAGO,Saldo a Pagar,Linea P&L
Marzo,Sueldos Administracion: Nacho,,ADM Central," $  1.452.000,0 ",0%,40%," $  580.800,0 ",30%," $  435.600,0 ",20%," $  290.400,0 ",5%," $  72.600,0 ",5%," $  72.600,0 "," $  1.452.000,0 ",7/4/2026,EF/TR ADM, $  -   ,Sueldos Centrales Pool
Marzo,Sueldos Administracion: Flor,,ADM Central," $  900.000,0 ",0%,40%," $  360.000,0 ",30%," $  270.000,0 ",20%," $  180.000,0 ",5%," $  45.000,0 ",5%," $  45.000,0 "," $  900.000,0 ",7/4/2026,EF/TR ADM, $  -   ,Sueldos Centrales Pool
Marzo,Sueldos Administracion: Lila,,ADM Central," $  1.359.000,0 ",0%,40%," $  543.600,0 ",30%," $  407.700,0 ",20%," $  271.800,0 ",5%," $  67.950,0 ",5%," $  67.950,0 "," $  1.359.000,0 ",7/4/2026,EF/TR ADM, $  -   ,Sueldos Centrales Pool
Abril,Ropa de trabajo (remeras y delantales),,MORENO," $  750.000,0 ",0%,100%," $  750.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  750.000,0 ",14/4/2026,Transferencia, $  -   ,Gastos personal
Abril,CleanCity,,GG4," $  384.506,5 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  384.506,5 "," $  384.506,5 ",14/4/2026,Transferencia," $  0,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,,MORENO," $  263.000,0 ",0%,100%," $  263.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  263.000,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,,GG2," $  22.413,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  22.413,0 ",, $  -   ,,,," $  22.413,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,,COLEGIO," $  22.413,0 ",0%,, $  -   ,, $  -   ,100%," $  22.413,0 ",, $  -   ,, $  -   ,,,," $  22.413,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,,VIA VIEJA," $  22.413,0 ",0%,, $  -   ,100%," $  22.413,0 ",, $  -   ,, $  -   ,, $  -   ,,,," $  22.413,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,ETUR,ADM Central," $  35.000,0 ",0%,40%," $  14.000,0 ",20%," $  7.000,0 ",20%," $  7.000,0 ",20%," $  7.000,0 ",, $  -   ,,,," $  35.000,0 ","Servicios, Seguros & Tasas"
Marzo,AFIP 931,,ADM Central," $  3.506.847,0 ",0%,63%," $  2.209.313,6 ",14%," $  490.958,6 ",13%," $  455.890,1 ",10%," $  350.684,7 ",, $  -   ," $  3.506.847,0 ",20/4/2026,DB.Aut.Local, $  -   ,Cargas Sociales
Marzo,AFIP 931 Administración,,ADM Central," $  491.153,0 ",0%,40%," $  196.461,2 ",30%," $  147.345,9 ",20%," $  98.230,6 ",5%," $  24.557,7 ",5%," $  24.557,7 "," $  859.189,0 ",20/4/2026,DB.Aut.Local,"-$  368.036,0 ",Cargas Sociales
Marzo,AFIP 931,,GG4," $  859.189,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  859.189,0 "," $  859.189,0 ",20/4/2026,DB.Aut.Local, $  -   ,Cargas Sociales
Marzo,Expensas Locales,,VIA VIEJA," $  3.232.200,0 ",0%,, $  -   ,100%," $  3.232.200,0 ",, $  -   ,, $  -   ,, $  -   ," $  3.232.200,0 ",27/4/2026,Transferencia, $  -   ,Alquileres & Expensas
Marzo,Alarma,,GG4," $  57.475,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  57.475,0 "," $  57.475,0 ",10/3/2026,DB.Aut.Local, $  -   ,"Servicios, Seguros & Tasas"
Abril,Alarma,,GG4," $  57.475,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  57.475,0 "," $  57.475,0 ",14/4/2026,Transferencia, $  -   ,"Servicios, Seguros & Tasas"
,,,ADM Central," $  580.000,0 ",0%,40%," $  232.000,0 ",30%," $  174.000,0 ",20%," $  116.000,0 ",5%," $  29.000,0 ",5%," $  29.000,0 ",,,," $  580.000,0 ",
Marzo,Seguros,,MORENO," $  80.152,0 ",0%,100%," $  80.152,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  92.262,0 ",10/3/2026,,"-$  12.110,0 ","Servicios, Seguros & Tasas"
Marzo,Seguros,,VIA VIEJA," $  105.094,0 ",0%,, $  -   ,100%," $  105.094,0 ",, $  -   ,, $  -   ,, $  -   ," $  105.094,0 ",13/3/2026,, $  -   ,"Servicios, Seguros & Tasas"
Marzo,Seguros,,GG4," $  75.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  75.000,0 "," $  75.000,0 ",,, $  -   ,"Servicios, Seguros & Tasas"
Marzo,Mantenimiento de cuenta,,VIA VIEJA," $  57.500,0 ",0%,, $  -   ,100%," $  57.500,0 ",, $  -   ,, $  -   ,, $  -   ," $  57.500,0 ",,, $  -   ,"Servicios, Seguros & Tasas"
Abril,Eventos,artistica,VIA VIEJA," $  125.000,0 ",0%,, $  -   ,100%," $  125.000,0 ",, $  -   ,, $  -   ,, $  -   ," $  125.000,0 ",15/4/2026,Transferencia, $  -   ,Eventos
Abril,Eventos,artistica,VIA VIEJA," $  265.000,0 ",0%,, $  -   ,100%," $  265.000,0 ",, $  -   ,, $  -   ,, $  -   ," $  265.000,0 ",6/4/2026,Transferencia, $  -   ,Eventos
Abril,TGI,control urbano,GG4," $  101.825,6 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  101.825,6 "," $  101.825,2 ",17/4/2026,Transferencia," $  0,4 ","Servicios, Seguros & Tasas"
Abril,DreI - Habilitaciones - Multas,DEUDA 2024 - pago moreno,,,100%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  312.033,0 ",17/4/2026,DB.Aut.Local,"-$  312.033,0 ","Servicios, Seguros & Tasas"
Abril,Gastos Mantenimiento Locales ,plantas,COLEGIO," $  135.000,0 ",0%,, $  -   ,, $  -   ,100%," $  135.000,0 ",, $  -   ,, $  -   ," $  135.000,0 ",20/4,Transferencia, $  -   ,Mantenimiento
Abril,DreI - Habilitaciones - Multas,,,,100%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  304.611,0 ",20/4/2026,DB.Aut.Local,"-$  304.611,0 ","Servicios, Seguros & Tasas"
Abril,Servicios de Limpieza,prodium,GG4," $  220.554,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  220.554,0 "," $  220.554,0 ",21/4/2026,EF/TR Local, $  -   ,"Limpieza, Descartables y Bazar"
Abril,Community Manager,lucia,COLEGIO," $  15.000,0 ",0%,, $  -   ,, $  -   ,100%," $  15.000,0 ",, $  -   ,, $  -   ," $  15.000,0 ",21/4/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Community Manager,lucia,MORENO," $  30.000,0 ",0%,100%," $  30.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  30.000,0 ",21/4/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Community Manager,lucia,GG2," $  15.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  15.000,0 ",, $  -   ," $  15.000,0 ",21/4/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Eventos,artistica,VIA VIEJA," $  225.000,0 ",0%,, $  -   ,100%," $  225.000,0 ",, $  -   ,, $  -   ,, $  -   ," $  225.000,0 ",21/4/2026,Transferencia, $  -   ,Eventos
Abril,Gastos Mantenimiento Locales ,electricista carlitera,GG4," $  220.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  220.000,0 "," $  220.000,0 ",20/4/2026,MP, $  -   ,Mantenimiento
Abril,Cadeteria entre Locales,uriel,COLEGIO," $  64.000,0 ",0%,, $  -   ,, $  -   ,100%," $  64.000,0 ",, $  -   ,, $  -   ," $  64.000,0 ",21/4/2026,Transferencia, $  -   ,Logistica
Abril,Gastos Mantenimiento Locales ,plantas,COLEGIO," $  137.000,0 ",0%,, $  -   ,, $  -   ,100%," $  137.000,0 ",, $  -   ,, $  -   ," $  137.000,0 ",22/4/2026,Transferencia, $  -   ,Mantenimiento
Abril,TGI,control urbano,GG4," $  101.825,6 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  101.825,6 "," $  101.825,6 ",23/4/2026,Transferencia,"-$  0,0 ","Servicios, Seguros & Tasas"
Abril,Gastos Mantenimiento Locales ,Herrero,GG4," $  260.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  260.000,0 "," $  260.000,0 ",24/4/2026,MP, $  -   ,Mantenimiento
Abril,Impresiones graficas ,,COLEGIO," $  40.000,0 ",0%,, $  -   ,, $  -   ,100%," $  40.000,0 ",, $  -   ,, $  -   ," $  40.000,0 ",23/4/2026,MP, $  -   ,Artículos de librería / Impresiones
Abril,Gastos Mantenimiento Locales ,limpieza de canillas,GG2," $  68.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  68.000,0 ",, $  -   ," $  68.000,0 ",23/4/2026,MP, $  -   ,Mantenimiento
Abril,Sueldos Administracion: Juani,,ADM Central," $  1.270.500,0 ",0%,40%," $  508.200,0 ",30%," $  381.150,0 ",20%," $  254.100,0 ",5%," $  63.525,0 ",5%," $  63.525,0 ",,,," $  1.270.500,0 ",Sueldos Centrales Pool
Abril,Sueldos Administracion: Nacho,,ADM Central," $  1.452.000,0 ",0%,40%," $  580.800,0 ",30%," $  435.600,0 ",20%," $  290.400,0 ",5%," $  72.600,0 ",5%," $  72.600,0 ",,,," $  1.452.000,0 ",Sueldos Centrales Pool
Abril,Sueldos Administracion: Flor,,ADM Central," $  900.000,0 ",0%,40%," $  360.000,0 ",30%," $  270.000,0 ",20%," $  180.000,0 ",5%," $  45.000,0 ",5%," $  45.000,0 ",,,," $  900.000,0 ",Sueldos Centrales Pool
Abril,Sueldos Administracion: Lila,,ADM Central," $  1.359.000,0 ",0%,40%," $  543.600,0 ",30%," $  407.700,0 ",20%," $  271.800,0 ",5%," $  67.950,0 ",5%," $  67.950,0 ",,,," $  1.359.000,0 ",Sueldos Centrales Pool
Abril,Alquiler Locales,canon, VIA VIEJA," $  602.105,0 ",0%,, $  -   ,100%," $  602.105,0 ",, $  -   ,, $  -   ,, $  -   ," $  602.105,0 ",11/5/2026,, $  -   ,Alquileres & Expensas
Marzo,DreI - Habilitaciones - Multas,,MORENO," $  263.000,0 ",0%,100%," $  263.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  263.000,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,,GG2," $  22.413,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  22.413,0 ",, $  -   ,,,," $  22.413,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,,COLEGIO," $  22.413,0 ",0%,, $  -   ,, $  -   ,100%," $  22.413,0 ",, $  -   ,, $  -   ,,,," $  22.413,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,,VIA VIEJA," $  22.413,0 ",0%,, $  -   ,100%," $  22.413,0 ",, $  -   ,, $  -   ,, $  -   ,,,," $  22.413,0 ","Servicios, Seguros & Tasas"
Marzo,DreI - Habilitaciones - Multas,ETUR,ADM Central," $  35.000,0 ",0%,40%," $  14.000,0 ",20%," $  7.000,0 ",20%," $  7.000,0 ",20%," $  7.000,0 ",, $  -   ,,,," $  35.000,0 ","Servicios, Seguros & Tasas"
Abril,Seguros,,MORENO," $  80.152,0 ",0%,100%," $  80.152,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  80.152,0 ","Servicios, Seguros & Tasas"
Abril,Seguros,,VIA VIEJA," $  105.094,0 ",0%,, $  -   ,100%," $  105.094,0 ",, $  -   ,, $  -   ,, $  -   ,,,," $  105.094,0 ","Servicios, Seguros & Tasas"
Abril,Seguros,,GG4," $  75.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  75.000,0 ",,,," $  75.000,0 ","Servicios, Seguros & Tasas"
Abril,Alarma,,MORENO," $  41.983,0 ",0%,100%," $  41.983,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  41.983,0 ","Servicios, Seguros & Tasas"
Abril,IVA B,charoque,ADM Central," $  781.236,8 ",0%,40%," $  312.494,7 ",30%," $  234.371,0 ",9%," $  70.311,3 ",21%," $  164.059,7 ",, $  -   ," $  781.236,8 ",15/5/2026,Transferencia,"-$  0,1 ",IVA
Abril,IVA B,charoque,GG4," $  165.375,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  165.375,0 "," $  165.375,0 ",14/5/2026,Transferencia, $  -   ,IVA
Abril,IVA B,charoque,ADM Central," $  624.792,0 ",0%,40%," $  249.916,8 ",30%," $  187.437,6 ",9%," $  56.231,3 ",21%," $  131.206,3 ",, $  -   ," $  624.792,0 ",15/5/2026,Transferencia, $  -   ,IVA
Abril,Emergencias,CGYL,GG4," $  42.336,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  42.336,0 "," $  42.336,0 ",29/4/2026,Transferencia, $  -   ,"Servicios, Seguros & Tasas"
Abril,Cadeteria entre Locales,uriel,COLEGIO," $  73.000,0 ",0%,, $  -   ,, $  -   ,100%," $  73.000,0 ",, $  -   ,, $  -   ," $  73.000,0 ",29/4/2026,Transferencia, $  -   ,Logistica
Marzo,Expensas Oficina Adm.,,ADM Central," $  90.734,0 ",0%,40%," $  36.293,6 ",30%," $  27.220,2 ",20%," $  18.146,8 ",5%," $  4.536,7 ",5%," $  4.536,7 "," $  90.734,0 ",29/4/2026,Transferencia, $  -   ,Gastos Centrales
Mayo,Agua Locales,,MORENO," $  337.484,0 ",0%,100%," $  337.484,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  337.484,0 ","Servicios, Seguros & Tasas"
Junio,Agua Locales,,MORENO," $  337.484,0 ",0%,100%," $  337.484,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  337.484,0 ","Servicios, Seguros & Tasas"
Junio,Agua Locales,,GG4," $  61.431,5 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  61.431,5 ",,,," $  61.431,5 ","Servicios, Seguros & Tasas"
Abril,Agua Locales,,GG4," $  58.174,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  58.174,0 ",,,," $  58.174,0 ","Servicios, Seguros & Tasas"
Abril,Internet Locales,nubenet,MORENO," $  20.000,0 ",0%,100%," $  20.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  20.000,0 ","Servicios, Seguros & Tasas"
Mayo,Internet Locales,nubenet,MORENO," $  20.000,0 ",0%,100%," $  20.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  20.000,0 ","Servicios, Seguros & Tasas"
Mayo,CleanCity,,GG4," $  384.506,5 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  384.506,5 "," $  384.506,0 ",8/5/2026,MP," $  0,5 ","Servicios, Seguros & Tasas"
Abril,Maxirest,,GG2," $  81.646,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  81.646,0 ",, $  -   ,,,," $  81.646,0 ","Servicios, Seguros & Tasas"
Abril,Maxirest,,MORENO," $  111.356,0 ",0%,100%," $  111.356,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  111.356,0 ","Servicios, Seguros & Tasas"
Abril,Maxirest,,COLEGIO," $  81.646,0 ",0%,, $  -   ,, $  -   ,100%," $  81.646,0 ",, $  -   ,, $  -   ,,,," $  81.646,0 ","Servicios, Seguros & Tasas"
Abril,Maxirest,,VIA VIEJA," $  81.646,0 ",0%,, $  -   ,100%," $  81.646,0 ",, $  -   ,, $  -   ,, $  -   ,,,," $  81.646,0 ","Servicios, Seguros & Tasas"
Mayo,Maxirest,,GG2," $  81.646,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  81.646,0 ",, $  -   ,,,," $  81.646,0 ","Servicios, Seguros & Tasas"
Mayo,Maxirest,,MORENO," $  111.356,0 ",0%,100%," $  111.356,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  111.356,0 ","Servicios, Seguros & Tasas"
Mayo,Maxirest,,COLEGIO," $  81.646,0 ",0%,, $  -   ,, $  -   ,100%," $  81.646,0 ",, $  -   ,, $  -   ,,,," $  81.646,0 ","Servicios, Seguros & Tasas"
Mayo,Maxirest,,VIA VIEJA," $  81.646,0 ",0%,, $  -   ,100%," $  81.646,0 ",, $  -   ,, $  -   ,, $  -   ," $  98.791,9 ",8/5/2026,DB.Aut.Local,"-$  17.145,9 ","Servicios, Seguros & Tasas"
Abril,Community Manager,,VIA VIEJA," $  49.000,0 ",0%,, $  -   ,100%," $  49.000,0 ",, $  -   ,, $  -   ,, $  -   ," $  49.000,0 ",1/5/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Community Manager,,COLEGIO," $  49.000,0 ",0%,, $  -   ,, $  -   ,100%," $  49.000,0 ",, $  -   ,, $  -   ," $  49.000,0 ",1/5/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Community Manager,,MORENO," $  49.000,0 ",0%,100%," $  49.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  49.000,0 ",1/5/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Community Manager,,GG2," $  49.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  49.000,0 ",, $  -   ," $  49.000,0 ",1/5/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Community Manager,,GG4," $  49.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  49.000,0 "," $  49.000,0 ",1/5/2026,Transferencia, $  -   ,Costos Centrales Pool
Abril,Gastos Mantenimiento Locales ,electricista,GG4," $  32.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  32.000,0 "," $  32.000,0 ",1/5/2026,Transferencia, $  -   ,Mantenimiento
Abril,DreI - Habilitaciones - Multas,control urbano,GG4," $  101.825,6 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  101.825,6 "," $  101.825,0 ",30/4/2026,Transferencia," $  0,6 ","Servicios, Seguros & Tasas"
Abril,Impresiones graficas ,cartas,GG4," $  12.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  12.000,0 "," $  12.000,0 ",22/4/2026,MP, $  -   ,Artículos de librería / Impresiones
Mayo,Alquiler Locales,,GG2," $  1.600.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  1.600.000,0 ",, $  -   ," $  1.600.000,0 ",5/5/2026,MP, $  -   ,Alquileres & Expensas
Mayo,Eventos,artistica,VIA VIEJA," $  227.500,0 ",0%,, $  -   ,100%," $  227.500,0 ",, $  -   ,, $  -   ,, $  -   ," $  227.500,0 ",4/5/2026,, $  -   ,Eventos
Mayo,Servicios de Limpieza,desinfeccion mayo,GG4," $  50.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  50.000,0 "," $  50.000,0 ",8/5/2026,MP, $  -   ,"Limpieza, Descartables y Bazar"
Junio,CleanCity,,GG4," $  317.774,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  317.774,0 ",,,," $  317.774,0 ","Servicios, Seguros & Tasas"
Mayo,DreI - Habilitaciones - Multas,control urbano,GG4," $  203.651,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  203.651,0 "," $  203.651,0 ",8/5/2026,MP, $  -   ,"Servicios, Seguros & Tasas"
Mayo,TGI,,VIA VIEJA," $  60.079,7 ",0%,, $  -   ,100%," $  60.079,7 ",, $  -   ,, $  -   ,, $  -   ," $  60.079,7 ",11/5/2026,DB.Aut.Local, $  -   ,"Servicios, Seguros & Tasas"
Abril,Servicios de Limpieza,prodium,MORENO," $  248.500,0 ",0%,100%," $  248.500,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  248.500,0 ",8/5/2026,EF Local, $  -   ,"Limpieza, Descartables y Bazar"
Mayo,Alquiler Locales,,MORENO," $  1.400.000,0 ",0%,100%," $  1.400.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  1.400.000,0 ",Alquileres & Expensas
Junio,Alquiler Locales,ULTIMO MES A ESTE VALOR,MORENO," $  1.400.000,0 ",0%,100%," $  1.400.000,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  1.400.000,0 ",Alquileres & Expensas
Abril,Expensas Locales,,VIA VIEJA," $  3.539.500,0 ",0%,, $  -   ,100%," $  3.539.500,0 ",, $  -   ,, $  -   ,, $  -   ," $  3.539.500,0 ",22/5/2026,Transferencia, $  -   ,Alquileres & Expensas
Mayo,Emergencias,cgyl,GG4," $  42.336,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  42.336,0 "," $  42.336,0 ",12/5,MP, $  -   ,"Servicios, Seguros & Tasas"
Abril,Maxirest,,GG4," $  81.646,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  81.646,0 "," $  98.792,0 ",5/5/2026,DB.Aut.Local,"-$  17.146,0 ","Servicios, Seguros & Tasas"
Mayo,Honorarios Contador,,ADM Central," $  270.000,0 ",0%,40%," $  108.000,0 ",30%," $  81.000,0 ",20%," $  54.000,0 ",5%," $  13.500,0 ",5%," $  13.500,0 "," $  270.000,0 ",12/5/2026,EF ADM, $  -   ,Costos Centrales Pool
Mayo,Alquiler Oficina Adm.,,ADM Central," $  390.000,0 ",0%,40%," $  156.000,0 ",30%," $  117.000,0 ",20%," $  78.000,0 ",5%," $  19.500,0 ",5%," $  19.500,0 "," $  390.000,0 ",12/5/2026,EF ADM, $  -   ,Gastos Centrales
Mayo,Gastos Mantenimiento Locales ,Arreglo motor freezer,COLEGIO," $  206.510,0 ",0%,, $  -   ,, $  -   ,100%," $  206.510,0 ",, $  -   ,, $  -   ," $  206.510,0 ",12/5/2026,Transferencia, $  -   ,Mantenimiento
Mayo,Eventos,artistica,VIA VIEJA," $  240.000,0 ",0%,, $  -   ,100%," $  240.000,0 ",, $  -   ,, $  -   ,, $  -   ," $  240.000,0 ",13/5/2026,Transferencia, $  -   ,Eventos
Abril,AFIP 931,,GG4," $  861.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  861.000,0 "," $  861.000,0 ",22/5/2026,DB.Aut.Local, $  -   ,Cargas Sociales
Abril,AFIP 931 Administración,,ADM Central," $  403.265,0 ",0%,40%," $  161.306,0 ",30%," $  120.979,5 ",20%," $  80.653,0 ",5%," $  20.163,3 ",5%," $  20.163,3 "," $  403.265,0 ",22/5/2026,MP, $  -   ,Cargas Sociales
Abril,AFIP 931,,ADM Central," $  2.957.281,0 ",0%,63%," $  1.863.087,0 ",14%," $  414.019,3 ",13%," $  384.446,5 ",10%," $  295.728,1 ",, $  -   ," $  2.957.281,0 ",22/5/2026,MP, $  -   ,Cargas Sociales
Mayo,Seguros,san cristobal,VIA VIEJA," $  135.289,0 ",0%,, $  -   ,100%," $  135.289,0 ",, $  -   ,, $  -   ,, $  -   ," $  135.289,0 ",8/5/2026,DB.Aut.Local, $  -   ,"Servicios, Seguros & Tasas"
Mayo,Gas Locales,,VIA VIEJA," $  122.000,0 ",0%,, $  -   ,100%," $  122.000,0 ",, $  -   ,, $  -   ,, $  -   ," $  122.386,8 ",8/5/2026,DB.Aut.Local,"-$  386,8 ","Servicios, Seguros & Tasas"
Abril,Internet Locales,,GG2," $  31.387,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  31.387,0 ",, $  -   ," $  31.387,0 ",29/4/2026,DB.Aut.Local, $  -   ,"Servicios, Seguros & Tasas"
Mayo,Internet Locales,,GG2," $  20.649,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  20.649,0 ",, $  -   ," $  20.649,0 ",29/5/2026,DB.Aut.Local, $  -   ,"Servicios, Seguros & Tasas"
Mayo,DreI - Habilitaciones - Multas,control urbano,GG4," $  185.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,100%," $  185.000,0 "," $  185.000,0 ",15/5/2026,Transferencia, $  -   ,"Servicios, Seguros & Tasas"
Mayo,Honorarios Contrato Alquiler,,GG2," $  1.104.000,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  1.104.000,0 ",, $  -   ," $  1.104.000,0 ",15/5/2026,MP, $  -   ,Alquileres & Expensas
Mayo,Eventos,artistica,VIA VIEJA," $  240.000,0 ",0%,, $  -   ,100%," $  240.000,0 ",, $  -   ,, $  -   ,, $  -   ," $  240.000,0 ",19/5/2026,Transferencia, $  -   ,Eventos
Mayo,DreI - Habilitaciones - Multas,deuda drei febrero 25 ,MORENO,,100%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  336.000,0 ",19/5/2026,Transferencia,"-$  336.000,0 ","Servicios, Seguros & Tasas"
Mayo,Impresiones graficas ,parafinados,MORENO," $  422.499,8 ",0%,100%," $  422.499,8 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  422.499,8 ",19/5/2026,Transferencia, $  -   ,Artículos de librería / Impresiones
Junio,TGI,,MORENO," $  253.661,0 ",0%,100%," $  253.661,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ," $  253.661,0 ",9/6/2026,DB.Aut.Local, $  -   ,"Servicios, Seguros & Tasas"
Abril,TGI,,,,100%,, $  -   ,, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,, $  -   ,"Servicios, Seguros & Tasas"
Abril,DreI - Habilitaciones - Multas,,MORENO," $  261.970,0 ",0%,100%," $  261.970,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  261.970,0 ","Servicios, Seguros & Tasas"
Abril,DreI - Habilitaciones - Multas,,GG2," $  25.619,0 ",0%,, $  -   ,, $  -   ,, $  -   ,100%," $  25.619,0 ",, $  -   ,,,," $  25.619,0 ","Servicios, Seguros & Tasas"
Abril,DreI - Habilitaciones - Multas,,COLEGIO," $  25.331,9 ",0%,, $  -   ,, $  -   ,100%," $  25.331,9 ",, $  -   ,, $  -   ,,,," $  25.331,9 ","Servicios, Seguros & Tasas"
Abril,DreI - Habilitaciones - Multas,,VIA VIEJA," $  25.619,0 ",0%,, $  -   ,100%," $  25.619,0 ",, $  -   ,, $  -   ,, $  -   ,,,," $  25.619,0 ","Servicios, Seguros & Tasas"
Mayo,DreI - Habilitaciones - Multas,,MORENO," $  300.534,0 ",0%,100%," $  300.534,0 ",, $  -   ,, $  -   ,, $  -   ,, $  -   ,,,," $  300.534,0 ","Servicios, Seguros & Tasas"
Mayo,DreI - Habilitaciones - Multas,,COLEGIO," $  25.619,0 ",0%,, $  -   ,, $  -   ,100%," $  25.619,0 ",, $  -   ,, $  -   ,,,," $  25.619,0 ","Servicios, Seguros & Tasas"
